比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	7	20140528	河北金环建设集团	申鹏	先胜	郑一泓	厦门海翼	85	中炮对左炮封车	中国象棋协会	打虎将	1531	"1. 炮二平五 *
 马８进７
3. 兵七进一
 车９平８
5. 马二进三
 炮８平９
7. 兵三进一
 象３进５
9. 马八进七
 卒３进１
11. 兵七进一
 车８进４
13. 马七进六
 车８平３
15. 马六退八
 车３退２
17. 炮八进五
 车３平２
19. 马八进六
 卒７进１
21. 兵三进一
 车２进３
23. 马六退四
 象５进７
25. 车一平二
 马２进４
27. 车九进一
 士４进５
29. 车九平六
 马４进３
31. 车二进七
 车１进２
33. 车六平七
 马３进４
35. 马四进三
 马４进５
37. 相七进五
 车１平２
39. 车七进八
 士５退４
41. 车七退四
 士６进５
43. 前马退五
 马７退６
45. 马五进四
 后车平６
47. 车二平四
 士５进６
49. 车七进一
 卒１进１
51. 车七平五
 士４进５
53. 马四进二
 车２平４
55. 仕六进五
 车４退１
57. 马二进三
 将５平４
59. 前马退二
 车４平８
61. 马二退四
 车８平７
63. 马三进四
 马６进８
65. 车五平九
 炮９退２
67. 前马退六
 将４平５
69. 车九退一
 炮９平６
71. 车九进一
 车７平５
73. 马六进八
 车５平３
75. 马四退六
 车３退２
77. 马六进五
 炮６平８
79. 车九退二
 车３平２
81. 车九平八
 将５平４
83. 车八平六
 将４平５
85. 马八退七"
2	2013年福建省板桥津点杯象棋锦标赛男子组	3	20131130	龙岩新罗区	林长水	先胜	邓响金	三明三元区	71	中炮对进右马	中国第一棋迷	...	69	"1. 炮二平五 *
 马２进３
3. 马二进三
 马８进９
5. 车一进一
 车９进１
7. 车一平六
 车１进１
9. 马八进七
 车９平４
11. 车九进一
 士４进５
13. 兵五进一
 卒３进１
15. 炮八进四
 炮８平５
17. 马三进五
 象３进１
19. 炮八平七
 炮２进４
21. 兵七进一
 炮２平３
23. 兵七进一
 炮３进３
25. 仕六进五
 炮３退５
27. 兵五进一
 炮５进２
29. 马五进三
 炮５平８
31. 车六进三
 炮８进１
33. 马三退五
 炮３平７
35. 车六平三
 车４进２
37. 炮七退二
 炮８退４
39. 仕五退六
 马３进２
41. 车九平八
 马２进３
43. 炮五退一
 炮７平５
45. 车三平四
 炮８进８
47. 炮五进四
 卒５进１
49. 车八进八
 士５退４
51. 车八退六
 马３进５
53. 车四退二
 车４进６
55. 帅五进一
 马５进３
57. 炮七退三
 卒５进１
59. 炮七平六
 车４平３
61. 马五进七
 车１平４
63. 车八进三
 车３退１
65. 车八平六
 车４平３
67. 前马进八
 后车进６
69. 车六平五
 象７进５
71. 车五进一"
3	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	6	20140521	杭州环境集团	黄海林	先胜	邓桂林	广西跨世纪	91	中炮对进左马	中国象棋协会	...	4360	"1. 炮二平五 *
 马８进７
3. 马二进三
 炮８平９
5. 马八进七
 象３进５
7. 兵七进一
 士４进５
9. 兵三进一
 车９平８
11. 马七进六
 马２进１
13. 炮八平九
 车８进４
15. 车九平八
 车１平２
17. 马六进五
 马７进５
19. 炮五进四
 卒１进１
21. 车八进六
 炮２平３
23. 车八进三
 马１退２
25. 相三进五
 车８平５
27. 炮五平四
 卒３进１
29. 兵七进一
 车５平３
31. 车一进一
 马２进４
33. 车一平八
 马４进５
35. 车八进三
 车３平６
37. 炮四平一
 马５进３
39. 仕六进五
 车６平９
41. 炮一平二
 车９平８
43. 炮二平一
 马３进４
45. 车八进五
 士５退４
47. 炮九平六
 士６进５
49. 车八退三
 炮３平１
51. 车八平三
 炮１进４
53. 兵三进一
 炮１进３
55. 仕五退六
 车８进３
57. 马三进四
 炮９进４
59. 马四退六
 车８平５
61. 仕四进五
 炮９平４
63. 炮一进三
 士５退６
65. 炮六进七
 车５退１
67. 炮六平四
 象５进７
69. 车三进三
 车５进２
71. 帅五平四
 将５进１
73. 车三退一
 将５进１
75. 车三退一
 将５退１
77. 车三进一
 将５进１
79. 炮一退一
 车５平９
81. 车三退三
 炮４进２
83. 车三平五
 将５平４
85. 帅四平五
 炮１平４
87. 炮四退九
 车９进１
89. 车五退四
 后炮退５
91. 车五平六"
4	2014年第6届句容茅山半岛杯象棋冠军赛女子组决赛	1	20140519	江苏	伍霞	先胜	党国蕾	云南	37	中炮对左炮封车	中国象棋协会	...	1695	"1. 炮二平五 *
 马８进７
3. 兵七进一
 车９进１
5. 马八进七
 车９平４
7. 马二进三
 卒７进１
9. 车一平二
 炮８退１
11. 车二进四
 马２进３
13. 炮八平九
 车１平２
15. 车九平八
 炮８平７
17. 车八进六
 炮２平１
19. 车八进三
 马３退２
21. 车二平六
 车４进４
23. 马七进六
 象３进５
25. 炮九进四
 卒３进１
27. 兵七进一
 象５进３
29. 炮九平八
 马２进３
31. 马三退五
 象３退５
33. 炮八平七
 象５进３
35. 马五进七
 象７进５
37. 兵九进一"
5	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	8	20140511	苏州	何海东	先胜	许明龙	台湾	71	中炮对进左马	钱宇新	...	138	"1. 炮二平五 *
 马８进７
3. 马二进三
 马２进３
5. 车一平二
 车９平８
7. 兵七进一
 卒７进１
9. 车二进六
 象３进５
11. 马八进七
 士４进５
13. 车二平三
 炮２进４
15. 兵三进一
 卒７进１
17. 车三进一
 卒７进１
19. 马三退五
 车１平４
21. 兵九进一
 炮８进７
23. 炮五平二
 卒７平６
25. 车三退五
 卒６平７
27. 车三平四
 炮２退２
29. 车九进三
 炮２平７
31. 兵五进一
 车８进５
33. 车九平三
 车８平５
35. 车四进三
 卒３进１
37. 炮二平三
 炮７进３
39. 炮八平三
 卒３进１
41. 车三平二
 车４进７
43. 炮三平五
 卒３进１
45. 车二平七
 马３进４
47. 车七平二
 将５平４
49. 马五进三
 马４进２
51. 马三退二
 马２进３
53. 仕六进五
 车４进１
55. 车二平七
 马３进１
57. 车四平八
 将４平５
59. 马二进三
 车５平４
61. 马三进五
 前车退２
63. 车七平六
 车４进１
65. 炮五进四
 将５平４
67. 车八平六
 车４退２
69. 马五进六
 马１退２
71. 炮五平六"
6	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	7	20140511	安徽	程鹏程	先胜	朱德宗	广东	53	中炮对进右马	钱宇新	...	103	"1. 炮二平五 *
 马２进３
3. 马二进三
 卒７进１
5. 车一平二
 炮８平７
7. 兵七进一
 马８进９
9. 炮八平六
 车９平８
11. 车二进九
 马９退８
13. 马八进七
 车１平２
15. 车九平八
 马８进９
17. 车八进六
 炮７进１
19. 马七进六
 卒３进１
21. 车八退二
 炮７进３
23. 兵七进一
 炮２平１
25. 车八进五
 马３退２
27. 炮五进四
 炮７进３
29. 仕四进五
 卒７进１
31. 相七进五
 卒７进１
33. 相五退三
 卒７进１
35. 相三进五
 卒７进１
37. 马六进八
 马９进７
39. 炮六平八
 马７进６
41. 炮五退二
 炮１平８
43. 炮八进七
 卒７平６
45. 马八进七
 炮８进２
47. 炮八退三
 象３进１
49. 炮八平五
 炮８平５
51. 兵七平六
 马６退５
53. 兵六平五"
7	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	1	20140510	徐州	季洁	先胜	孙富民	镇江	69	中炮对左炮封车	钱宇新	-	90	"1. 炮二平五 *
 马８进７
3. 兵七进一
 车９进１
5. 马二进三
 卒７进１
7. 车一平二
 车９平４
9. 车二进四
 马２进１
11. 马八进七
 车４进５
13. 马七进六
 象３进５
15. 马六进五
 马７进５
17. 炮五进四
 士４进５
19. 仕六进五
 炮８平７
21. 相七进五
 炮２进４
23. 车二平五
 炮７进４
25. 车五进一
 车４退３
27. 相三进一
 炮７平８
29. 马三进四
 炮８进３
31. 相五退三
 炮８退３
33. 炮八平三
 炮８平７
35. 炮三进三
 车４进２
37. 马四进三
 将５平４
39. 炮三平四
 象５进７
41. 车九平六
 车４进４
43. 仕五退六
 炮２退４
45. 车五平六
 炮２平４
47. 马三进四
 将４进１
49. 炮四退一
 炮７平６
51. 炮四平六
 炮６退４
53. 车六平三
 炮４平５
55. 车三平六
 炮５平４
57. 炮六进三
 士５进４
59. 车六进二
 将４平５
61. 车六平四
 马１退３
63. 马四退二
 车１进２
65. 车四进一
 将５退１
67. 马二进一
 马３进４
69. 车四平六"
8	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	5	20140513	广东碧桂园	张学潮	先胜	刘子健	杭州环境集团	55	中炮对进左马	中国象棋协会	打虎将	5039	"1. 炮二平五 *
 马８进７
3. 马二进三
 马２进３
5. 车一平二
 车９平８
7. 兵三进一
 卒３进１
9. 炮八进四
 象７进５
11. 马八进七
 马３进２
13. 马三进四
 车１进１
15. 马四进五
 马７进５
17. 炮五进四
 士６进５
19. 炮八平三
 车１平４
21. 车二进六
 车８平６
23. 炮三平一
 车４进５
25. 相七进五
 车４平３
27. 炮五平七
 车３平４
29. 炮一退二
 车６进６
31. 马七进六
 车６平９
33. 炮一平二
 卒３进１
35. 炮二进三
 炮２平８
37. 马六进四
 炮８平６
39. 车九平八
 马２进４
41. 车二进三
 炮６退２
43. 马四进二
 车９平６
45. 炮七进二
 炮６平７
47. 车八进六
 卒３平２
49. 车八平六
 车６进２
51. 仕四进五
 将５平６
53. 车六平三
 士５进４
55. 炮七平一"
9	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	5	20140513	江苏句容茅山	王斌	先胜	李鸿嘉	内蒙古伊泰	33	...	中国象棋协会	...	5477	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒３进１
5. 车一平二
 车９平８
7. 兵三进一
 马２进３
9. 马八进九
 卒１进１
11. 车九进一
 卒１进１
13. 兵九进一
 车１进５
15. 车九平六
 象７进５
17. 车六进七
 炮８进４
19. 炮五退一
 车１平７
21. 相三进五
 车７退１
23. 兵七进一
 炮２平１
25. 炮五平七
 马３进２
27. 马三进四
 炮８退２
29. 马九进八
 卒３进１
31. 炮七进八
 士４进５
33. 马四进六"
10	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	2	20140510	四川成都瀛嘉	李少庚	先胜	庄玉庭	广东碧桂园	129	中炮对进右马	组委会	...	3026	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平５
5. 兵七进一
 马８进７
7. 车一平二
 炮２平１
9. 马八进九
 车１平２
11. 车九平八
 车９进１
13. 车二进六
 车２进４
15. 车二平三
 马３退１
17. 仕六进五
 车９平４
19. 炮八平六
 车２进５
21. 马九退八
 车４进３
23. 马八进七
 士４进５
25. 兵三进一
 卒３进１
27. 兵七进一
 车４平３
29. 相七进九
 车３进２
31. 马三进四
 马１进３
33. 车三进一
 炮５进４
35. 车三进二
 象３进５
37. 车三退三
 车３进１
39. 帅五平六
 车３退１
41. 炮五平二
 炮５平８
43. 兵三进一
 车３平６
45. 马四进五
 马３进２
47. 炮六平五
 车６平５
49. 兵三平四
 马２进３
51. 马五退四
 车５平６
53. 马四退二
 车６平８
55. 车三平九
 马３进５
57. 相三进五
 炮１平４
59. 炮二平三
 车８平９
61. 炮三进二
 车９平５
63. 相九退七
 卒９进１
65. 兵九进一
 卒９进１
67. 炮三进二
 车５平４
69. 帅六平五
 车４退２
71. 车九平四
 卒９平８
73. 炮三平一
 将５平４
75. 炮一退一
 车４进２
77. 车四平八
 车４平９
79. 炮一平二
 将４平５
81. 炮二进四
 象５退７
83. 车八平三
 车９退６
85. 车三平二
 卒８平９
87. 兵四平五
 炮４进３
89. 车二退三
 车９进４
91. 兵五进一
 车９平７
93. 兵五进一
 车７平５
95. 兵五进一
 将５进１
97. 炮二平四
 炮４平２
99. 相五进七
 炮２退３
101. 炮四退七
 炮２平５
103. 车二平三
 车５平４
105. 前相退五
 将５平４
107. 车三平五
 卒９平８
109. 仕五进六
 卒８进１
111. 仕四进五
 卒８进１
113. 炮四进六
 将４平５
115. 炮四退二
 卒８进１
117. 车五平三
 将５平４
119. 车三进五
 炮５退１
121. 炮四平八
 车４平９
123. 帅五平六
 车９进５
125. 相五退三
 卒８平７
127. 车三退七
 车９退５
129. 炮八退五"
