比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2013年福建省板桥津点杯象棋锦标赛男子组	3	20131130	厦门思明区	郭福人	先负	赖小辉	泉州南安市	94	仙人指路转左中炮对卒底炮飞左象	中国第一棋迷	打虎将	453	"1. 兵七进一 *
 炮２平３
3. 炮二平五
 象３进５
5. 马二进三
 卒３进１
7. 车一平二
 卒３进１
9. 相七进九
 卒３进１
11. 马八进六
 卒３进１
13. 炮八进四
 车９进１
15. 炮五进四
 士４进５
17. 马六进七
 马２进４
19. 炮五平六
 车１平２
21. 车九平八
 车９平６
23. 车八进五
 马８进９
25. 仕六进五
 卒９进１
27. 车二进六
 炮８平７
29. 相三进五
 车６进７
31. 兵三进一
 卒３进１
33. 炮六平九
 炮３进１
35. 炮九平七
 马４进３
37. 马七进五
 马３进４
39. 相九进七
 卒３平４
41. 车二进一
 炮７退１
43. 兵九进一
 卒７进１
45. 车二退一
 卒７进１
47. 马三退二
 卒７平６
49. 相五进三
 车６退２
51. 马五进四
 车２平３
53. 车二进一
 卒６平７
55. 马四进三
 车６退５
57. 车八退四
 车６平７
59. 车八平六
 车３进５
61. 车二退五
 车７进２
63. 车二平八
 车３平１
65. 炮八退二
 马４进６
67. 炮八平五
 车１退５
69. 车六平八
 车１平４
71. 前车进三
 车７平３
73. 马二进四
 马９进７
75. 前车平四
 马６进７
77. 车八退一
 卒７平６
79. 炮五平九
 卒６进１
81. 仕五退六
 卒６平５
83. 车八进二
 车３平５
85. 车八平三
 后马进８
87. 车三进二
 马８进９
89. 仕四进五
 卒５进１
91. 炮九平五
 车４进８
93. 炮五进一
 车５平３"
2	2013年福建省板桥津点杯象棋锦标赛男子组	3	20131130	漳州长泰县	王永明	先负	李鸿平	宁德福安市	136	仙人指路对进右马	中国第一棋迷	...	212	"1. 兵三进一 *
 卒３进１
3. 马二进三
 马２进３
5. 炮八平五
 车１平２
7. 马三进四
 炮８平５
9. 马八进七
 马８进７
11. 炮二平三
 车９平８
13. 车九进一
 士６进５
15. 车九平六
 炮２进３
17. 马四进三
 炮５平６
19. 车一进二
 卒３进１
21. 兵七进一
 炮２平７
23. 车一退二
 车２进４
25. 车六进三
 炮７退１
27. 车六平三
 象７进５
29. 炮三进三
 象５进７
31. 炮五平三
 车８进３
33. 车三平六
 象３进５
35. 仕四进五
 炮６退２
37. 车六进二
 马３进４
39. 马三退五
 马７进６
41. 马七进六
 马６进５
43. 炮三平五
 炮６进５
45. 马五退六
 炮６平３
47. 相七进九
 马４进６
49. 相九进七
 马６进４
51. 炮五平六
 马４进２
53. 相三进五
 马２进１
55. 车一平四
 马１退３
57. 炮六退一
 车２平４
59. 车六退一
 马５退４
61. 车四进五
 马４退３
63. 车四退二
 卒５进１
65. 车四平七
 卒５进１
67. 车七退二
 卒５平４
69. 车七进二
 马３进５
71. 炮六平八
 马５进６
73. 车七平四
 马６进４
75. 炮八平六
 马４进２
77. 炮六平九
 卒４进１
79. 相七退九
 车８平４
81. 相九退七
 马２进１
83. 炮九平八
 马１退３
85. 帅五平四
 车４平２
87. 炮八平九
 车２平５
89. 炮九平八
 卒４平５
91. 车四进一
 车５平８
93. 炮八进八
 象５退３
95. 炮八退四
 象７退５
97. 炮八平五
 车８平５
99. 炮五平二
 马３退４
101. 炮二进四
 士５进６
103. 车四进三
 车５平８
105. 车四进二
 将５进１
107. 炮二平六
 车８进６
109. 帅四进一
 车８退３
111. 车四退一
 将５退１
113. 炮六退五
 车８平９
115. 炮六平五
 象５进７
117. 车四进一
 将５进１
119. 车四平七
 卒５进１
121. 车七平四
 卒５进１
123. 仕六进五
 车９平５
125. 炮五平二
 车５进２
127. 帅四退一
 马４进２
129. 车四退一
 将５退１
131. 车四平六
 马２进４
133. 炮二平五
 车５平８
135. 帅四平五
 马４退６"
3	2013年福建省板桥津点杯象棋锦标赛男子组	1	20131130	漳州南靖县	王跃文	先负	柯善林	泉州晋江市	68	...	中国第一棋迷	...	111	"1. 兵三进一 *
 炮２平６
3. 马八进七
 马２进３
5. 车九平八
 卒３进１
7. 马二进三
 象７进５
9. 炮二平一
 马８进６
11. 车一平二
 车９平８
13. 炮八平九
 炮８进４
15. 相七进五
 马３进４
17. 兵七进一
 卒３进１
19. 相五进七
 车１进１
21. 车八进五
 车１平４
23. 相三进五
 炮６进４
25. 仕四进五
 炮６平７
27. 马七进六
 马４进６
29. 马六进七
 车４进２
31. 车八平四
 前马进７
33. 炮九平三
 马６进４
35. 马七进六
 士４进５
37. 炮一进四
 将５平４
39. 炮一进二
 车４进３
41. 炮三平四
 车４平５
43. 炮四进一
 炮８进１
45. 炮四进六
 炮７平１
47. 车四平八
 士５退６
49. 马六进四
 车８平６
51. 车八平六
 炮１进３
53. 相五退七
 车６进８
55. 车六进二
 将４平５
57. 车六退六
 炮８进１
59. 车六平九
 车５进２
61. 车九平五
 炮８平５
63. 车二进九
 将５进１
65. 车二退一
 将５退１
67. 车二进一
 将５进１"
4	2013年福建省板桥津点杯象棋锦标赛男子组	3	20131130	三明宁化县	黄宜强	先负	吴建生	龙岩永定县	50	仙人指路对飞象	中国第一棋迷	...	48	"1. 兵七进一 *
 象３进５
3. 炮二平五
 车９进１
5. 炮八平六
 车９平４
7. 仕六进五
 马２进３
9. 马八进七
 车１平２
11. 马二进三
 马８进９
13. 车一平二
 炮８平７
15. 车二进四
 车４进５
17. 马七进八
 车４退２
19. 马八进七
 炮２进７
21. 炮六退二
 炮２平４
23. 仕五退六
 车２进３
25. 车二平六
 车４平７
27. 炮五平七
 车７进２
29. 相七进五
 卒７进１
31. 仕六进五
 士６进５
33. 车九平六
 卒７进１
35. 马三退一
 马９进７
37. 相五进三
 车７平９
39. 马一进三
 车９平７
41. 前相退五
 马７进９
43. 马三退一
 车７平５
45. 前车退一
 车２进３
47. 炮七进一
 车２平３
49. 前车平七
 车５平３"
5	2013年福建省板桥津点杯象棋锦标赛男子组	6	20131201	泉州晋江市	许谋生	先负	林长水	龙岩新罗区	54	对兵转兵底炮对右中炮	中国第一棋迷	...	82	"1. 兵七进一 *
 卒７进１
3. 炮二平三
 炮８平５
5. 炮八平五
 马８进７
7. 马八进七
 马２进３
9. 车九平八
 车９平８
11. 马二进一
 车１平２
13. 车八进五
 卒５进１
15. 车八进一
 马７进５
17. 马七进六
 车８进５
19. 马六进五
 马３进５
21. 车一平二
 车８平３
23. 车二进六
 马５进３
25. 炮三退一
 炮５进１
27. 车八退一
 炮２进１
29. 仕四进五
 象３进５
31. 车二平四
 炮５进３
33. 帅五平四
 士４进５
35. 车四退三
 卒５进１
37. 炮五平八
 车３进４
39. 炮八进四
 炮５平２
41. 炮三进一
 车３退２
43. 车四退一
 车３平６
45. 仕五进四
 炮２退３
47. 仕四退五
 马３进４
49. 兵一进一
 卒３进１
51. 马一进二
 车２进２
53. 马二进一
 炮２平６"
6	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	6	20140521	北京威凯建设	张申宏	先负	郑一泓	厦门海翼	82	仙人指路进右马对飞象	中国象棋协会	...	3274	"1. 兵七进一 *
 象３进５
3. 马八进七
 卒７进１
5. 马七进六
 马８进７
7. 炮二平六
 马２进１
9. 相三进五
 车９平８
11. 兵九进一
 炮２进３
13. 马六退七
 炮２进１
15. 兵九进一
 卒１进１
17. 车九进五
 马１退３
19. 车九平八
 炮２平７
21. 马二进四
 炮７平６
23. 马七进六
 炮６退５
25. 马六进七
 炮８进２
27. 车八退二
 马７进６
29. 马四进二
 炮８平９
31. 车一平三
 车８进６
33. 仕四进五
 士４进５
35. 兵一进一
 炮９平８
37. 马二退一
 炮８退１
39. 炮八平七
 车８平５
41. 车八平五
 马６进５
43. 车三平二
 炮８平６
45. 车二进六
 士５进６
47. 马七退六
 马５进３
49. 马六退七
 卒５进１
51. 炮六进一
 卒５进１
53. 炮六平三
 象７进９
55. 车二平一
 车１平２
57. 炮三平二
 车２进６
59. 马一进三
 车２平７
61. 炮二进五
 马３进４
63. 炮二平三
 车７平３
65. 马七退八
 卒５平６
67. 马八进九
 车３平２
69. 兵七进一
 马４进５
71. 兵七平六
 卒６进１
73. 兵六平五
 卒６进１
75. 兵五平四
 卒６进１
77. 兵四进一
 前士退５
79. 相五进七
 车２进２
81. 兵四平五
 马５进６"
7	2014年第6届句容茅山半岛杯象棋冠军赛女子组决赛	1	20140519	黑龙江	王琳娜	先负	赵冠芳	云南	100	仙人指路转左中炮对卒底炮飞右象	中国象棋协会	...	1687	"1. 兵七进一 *
 炮２平３
3. 炮二平五
 象７进５
5. 马八进九
 卒１进１
7. 马二进三
 卒１进１
9. 兵九进一
 车１进５
11. 炮五进四
 士６进５
13. 相三进五
 马８进７
15. 炮五退二
 车１进１
17. 车九进一
 车９平６
19. 车九平六
 马７进５
21. 车六进七
 马５进６
23. 车六平八
 马６进８
25. 车一平三
 车６进８
27. 炮八退一
 车６平７
29. 车三进一
 马８进７
31. 炮八平四
 车１退２
33. 车八进一
 炮８进６
35. 帅五进一
 炮８平６
37. 帅五平四
 车１平６
39. 帅四平五
 将５平６
41. 帅五平六
 车６平４
43. 帅六平五
 车４进５
45. 炮五平四
 车４平６
47. 兵三进一
 车６退２
49. 车八退四
 象５进３
51. 车八进二
 炮３平４
53. 车八平七
 车６平７
55. 车七退一
 车７退１
57. 车七平四
 将６平５
59. 炮四平五
 士５进６
61. 兵七进一
 车７平５
63. 车四平五
 士４进５
65. 马九进八
 炮４进７
67. 帅五平六
 炮４平９
69. 帅六退一
 车５平８
71. 车五平三
 士５进４
73. 车三平五
 将５平４
75. 炮五平六
 士４退５
77. 车五平六
 将４平５
79. 炮六平五
 士５进４
81. 兵七进一
 车８进３
83. 相五退三
 车８退１
85. 相三进五
 车８进１
87. 相五退三
 车８平７
89. 帅六进一
 炮９退１
91. 炮五退三
 马７退８
93. 炮五进一
 车７平３
95. 马八退六
 车３退２
97. 炮五退二
 马８进７
99. 炮五进一
 马７进５"
8	2014年第6届句容茅山半岛杯象棋冠军赛男子组预赛	4	20140518	湖北	洪智	先负	徐天红	江苏	114	仙人指路转左中炮对卒底炮飞左象	中国象棋协会	...	4100	"1. 兵七进一 *
 炮２平３
3. 炮二平五
 象３进５
5. 仕六进五
 卒７进１
7. 炮五进四
 士４进５
9. 车一进二
 马２进４
11. 炮五退一
 车１平２
13. 车一平六
 马４进５
15. 马八进九
 马８进７
17. 车九平八
 车２进６
19. 马二进三
 车９进１
21. 炮八退一
 车９平６
23. 马九退七
 车２退４
25. 炮八进五
 车６进４
27. 马七进九
 卒７进１
29. 兵三进一
 车６平７
31. 相三进一
 车７退１
33. 兵五进一
 车７进２
35. 马三进五
 炮８进７
37. 相一退三
 车７进３
39. 车六平二
 马５进７
41. 马五退四
 炮８平９
43. 车二平一
 前马进６
45. 相七进五
 马７进６
47. 炮八平一
 车７平６
49. 帅五平四
 炮９平２
51. 车一平四
 炮２平１
53. 马四退二
 后马进８
55. 马二进三
 车２进７
57. 帅四进一
 炮１退１
59. 马九退七
 马８进７
61. 车四平三
 车２退１
63. 马七进六
 车２退２
65. 马六退七
 车２平３
67. 炮五进一
 马６退７
69. 炮一平七
 车３平６
71. 车三平四
 车６进１
73. 帅四进一
 马７退５
75. 兵五进一
 马５进７
77. 帅四退一
 马７进６
79. 兵五平六
 炮３平１
81. 帅四退一
 马６进５
83. 帅四平五
 马５退７
85. 马七进八
 前炮进１
87. 炮七平五
 后炮进４
89. 马八进七
 将５平４
91. 兵六进一
 后炮平３
93. 帅五平六
 马７进６
95. 帅六平五
 马６退７
97. 帅五平六
 炮３退２
99. 兵七进一
 卒１进１
101. 炮五退一
 卒１进１
103. 兵一进一
 马７退６
105. 相五进三
 马６进４
107. 炮五平六
 将４平５
109. 兵七进一
 卒１平２
111. 兵一进一
 炮１退４
113. 相三退一
 马４进６"
9	2014年第6届句容茅山半岛杯象棋冠军赛男子组预赛	4	20140518	北京	蒋川	先负	孙勇征	上海	60	...	中国象棋协会	...	4591	"1. 兵七进一 *
 炮２平３
3. 炮二平五
 象３进５
5. 仕六进五
 士４进５
7. 马二进三
 马８进９
9. 炮八平六
 炮３进３
11. 炮五进四
 马２进３
13. 炮五平一
 车９平８
15. 车一平二
 炮８进６
17. 兵三进一
 卒７进１
19. 相七进五
 炮３退１
21. 马八进七
 卒７进１
23. 相五进三
 车１平２
25. 马七进六
 炮３平７
27. 前相退五
 卒３进１
29. 车九平七
 炮８平６
31. 炮一平六
 车２进５
33. 马六退四
 炮７退２
35. 相三进一
 车８进９
37. 马三退二
 炮６平８
39. 马四进五
 马９进８
41. 马五退三
 车２退２
43. 前炮退三
 马３进５
45. 马三退四
 车２进３
47. 前炮进三
 马８进７
49. 马四退二
 马７进８
51. 车七进五
 车２退３
53. 车七平六
 马５进６
55. 车六退一
 马６进５
57. 车六平三
 象５进７
59. 车三进一
 炮７平５"
10	2014年第6届句容茅山半岛杯象棋冠军赛女子组预赛	3	20140518	河北	胡明	先负	伍霞	江苏	56	对兵互进右马局	中国象棋协会	...	987	"1. 兵七进一 *
 卒７进１
3. 马八进七
 马８进７
5. 相三进五
 象３进５
7. 马二进四
 马２进４
9. 车九进一
 车１平３
11. 马七进八
 车３平２
13. 马八进九
 炮２平１
15. 车九平六
 车９进１
17. 炮八平九
 车２进３
19. 车六进三
 炮１进４
21. 兵七进一
 卒３进１
23. 马九退八
 马７进６
25. 车六平四
 炮１退２
27. 车一进一
 炮８平６
29. 车四平二
 马４进２
31. 马八退七
 车９平４
33. 兵三进一
 车４平７
35. 车二进三
 炮６进６
37. 车一平四
 卒７进１
39. 仕四进五
 车２进３
41. 炮九退一
 士４进５
43. 兵五进一
 车７进３
45. 炮九进三
 卒３进１
47. 相五进七
 车２平３
49. 后相进五
 卒７进１
51. 炮二平一
 卒７进１
53. 马七退八
 车３平９
55. 相五进三
 马２进３"
