比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
11	2014年广东顺德龙江第三届东信石材竹园居杯象棋公开赛	10	20140215	竹园居酒楼	万春林	先负	黄海林	广东鸿基座椅	72	...	藍小朋友	...	1427	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵七进一
 炮２平１
9. 炮八平七
 象３进５
11. 炮七进四
 车１平２
13. 马八进七
 卒７进１
15. 马七进六
 车９进１
17. 马六进五
 马７进６
19. 车二进六
 士４进５
21. 马五进七
 炮６平３
23. 车二平四
 马６进７
25. 炮七平五
 车９平７
27. 兵七进一
 车２进３
29. 兵七平六
 卒７进１
31. 车九进一
 车２平３
33. 相七进九
 马７进５
35. 相三进五
 卒７进１
37. 马三退二
 车７进３
39. 车九平六
 炮３平４
41. 兵六平五
 炮４退２
43. 后兵进一
 卒７进１
45. 马二进四
 炮１进４
47. 前兵平四
 车７平８
49. 马四进五
 炮１平９
51. 车六平一
 炮９平６
53. 兵四平五
 车８进２
55. 车一平四
 炮６进１
57. 马五进七
 炮６平１
59. 后车平九
 炮１退３
61. 前兵平六
 车８平４
63. 马七进六
 车３退１
65. 兵五进一
 炮１平５
67. 兵六平五
 车４进３
69. 帅五进一
 车４退６
71. 兵五平四
 车３进２"
12	2014年第二届“财神杯”电视象棋快棋邀请赛	1	20140126	黑龙江	赵国荣	先负	吕钦	广东	50	中炮右横车对反宫马	组委会	...	5364	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 兵三进一
 马８进７
7. 马八进九
 车９平８
9. 炮八平七
 车１平２
11. 车九平八
 炮２进４
13. 兵七进一
 车８进４
15. 车一平二
 车８平４
17. 炮七进四
 象３进５
19. 炮七平三
 车４进１
21. 兵三进一
 车４平３
23. 车二进八
 车３退１
25. 车二平三
 马７退９
27. 车三平一
 车３平７
29. 马三进二
 车２进５
31. 车一平二
 车２平６
33. 车八进三
 车７进５
35. 仕六进五
 炮６进７
37. 炮五平三
 车７平９
39. 后炮进七
 象５退７
41. 马二退三
 炮６退３
43. 仕五退四
 车６平７
45. 车二平三
 象７进５
47. 车八退一
 炮６平７
49. 车八平四
 士４进５"
13	2014年第二届“财神杯”电视象棋快棋邀请赛	1	20140126	广东	吕钦	先负	赵国荣	黑龙江	50	...	组委会	...	2808	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 兵三进一
 马８进７
7. 马八进九
 车９平８
9. 炮八平七
 车１平２
11. 车九平八
 炮２进４
13. 兵七进一
 车８进４
15. 车一平二
 车８平４
17. 炮七进四
 象３进５
19. 炮七平三
 车４进１
21. 兵三进一
 车４平３
23. 车二进八
 车３退１
25. 车二平三
 马７退９
27. 车三平一
 车３平７
29. 马三进二
 车２进５
31. 车一平二
 车２平６
33. 车八进三
 车７进５
35. 仕六进五
 炮６进７
37. 炮五平三
 车７平９
39. 后炮进七
 象５退７
41. 马二退三
 炮６退３
43. 仕五退四
 车６平７
45. 车二平三
 象７进５
47. 车八退一
 炮６平７
49. 车八平四
 士４进５"
14	2014年重庆合川第五届“隆兴煤业杯”象棋公开赛	6	20140111	合川	陈旭旺	先负	张福生	南岸	72	中炮过河车对反宫马	组委会	...	680	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵七进一
 车９进１
9. 炮八平七
 象３进５
11. 马八进九
 卒７进１
13. 车九平八
 车１平２
15. 车八进六
 车９平４
17. 仕四进五
 士４进５
19. 车二进六
 马７进６
21. 车二平四
 马６进７
23. 炮五进四
 马３进５
25. 车四平五
 车２平４
27. 炮七平六
 前车进２
29. 炮六进七
 车４平５
31. 炮六平九
 车５平８
33. 兵七进一
 车８进４
35. 兵七进一
 车８平７
37. 兵七进一
 车７进２
39. 仕五退四
 炮６平３
41. 车八进一
 炮３进２
43. 马九进七
 炮３平１
45. 车八进二
 士５退４
47. 炮九平六
 炮１平５
49. 仕六进五
 将５进１
51. 兵五进一
 炮５进４
53. 帅五进一
 车７退１
55. 帅五退一
 车７平３
57. 车八退六
 马７进９
59. 马七退五
 车３进１
61. 炮六退九
 车３退２
63. 车八平五
 卒７进１
65. 兵五进一
 卒７平６
67. 帅五进一
 车３平４
69. 炮六平八
 将５平４
71. 兵一进一
 马９退８"
15	2014年重庆合川第五届“隆兴煤业杯”象棋公开赛	6	20140111	四川	梁妍婷	先负	侯文博	河北	80	中炮对反宫马	组委会	...	789	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马八进九
 象７进５
11. 车九进一
 卒１进１
13. 炮八平七
 士６进５
15. 车九平六
 卒１进１
17. 兵九进一
 车１进５
19. 车二进四
 车９平８
21. 车二进五
 马７退８
23. 相三进一
 马８进７
25. 车六平八
 炮２进２
27. 车八进三
 车１平２
29. 马九进八
 炮６进４
31. 兵五进一
 炮６平７
33. 仕四进五
 卒７进１
35. 兵三进一
 炮２平７
37. 马三退二
 马７进６
39. 马二进四
 前炮平８
41. 兵七进一
 卒３进１
43. 炮七进五
 卒３平２
45. 炮五进四
 炮８平１
47. 炮五平三
 马６进４
49. 马四进二
 炮７平３
51. 马二进三
 炮１平３
53. 帅五平四
 前炮退４
55. 马三进二
 后炮进７
57. 帅四进一
 后炮平６
59. 炮三退二
 炮６进１
61. 马二进三
 将５平６
63. 马三退一
 炮３退６
65. 仕五进六
 炮３平６
67. 帅四平五
 后炮平５
69. 帅五平六
 马４进３
71. 前仕退五
 马３退５
73. 帅六进一
 马５退３
75. 帅六退一
 炮６进３
77. 仕五进四
 马３进２
79. 帅六进一
 炮６平１"
16	2013年“孚日家纺杯”全国象棋女子甲级联赛	18	20140113	北京中加实业队	刘欢	先负	伍霞	江苏棋院天一队	116	中炮对反宫马	中国象棋协会	打虎将	3583	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马八进九
 象７进５
11. 炮八平六
 车１平２
13. 车九平八
 炮２进４
15. 马九退七
 炮２进２
17. 马三进四
 士６进５
19. 马四进五
 马３进５
21. 炮五进四
 炮６进６
23. 炮五退一
 车９平６
25. 马七进五
 车６进６
27. 兵五进一
 车２进５
29. 车二进七
 马７退６
31. 炮五进一
 卒３进１
33. 炮六平七
 炮２平５
35. 车八进四
 炮５退３
37. 马五进六
 车６平５
39. 仕四进五
 车５平３
41. 帅五平四
 炮６退４
43. 车八进一
 车３平６
45. 仕五进四
 卒３平４
47. 车八平四
 车６退２
49. 相七进五
 卒４进１
51. 仕六进五
 卒４进１
53. 炮七平九
 卒４进１
55. 车二退四
 马６进７
57. 车二平五
 马７进５
59. 车五进一
 马５进３
61. 车五平七
 卒４平５
63. 兵一进一
 车６进２
65. 炮九平六
 卒５平４
67. 兵九进一
 车６平１
69. 炮六平七
 马３进１
71. 车七平八
 卒１进１
73. 炮七进四
 车１进３
75. 帅四进一
 车１平７
77. 炮七平五
 车７退１
79. 帅四退一
 车７退２
81. 车八平四
 马１退３
83. 炮五平一
 马３进４
85. 车四进一
 车７进１
87. 炮一退一
 卒１进１
89. 炮一平二
 车７平８
91. 车四退二
 车８平６
93. 车四退一
 马４进６
95. 帅四进一
 马６退５
97. 兵一进一
 马５进７
99. 帅四进一
 卒４平５
101. 相五退三
 卒１平２
103. 炮二退二
 卒７进１
105. 兵三进一
 象５进７
107. 炮二进三
 士５进４
109. 炮二平五
 卒２进１
111. 兵一进一
 卒２平３
113. 兵一平二
 卒３平４
115. 兵二平三
 卒４进１"
17	2013年“孚日家纺杯”全国象棋女子甲级联赛	16	20140111	浙江省棋类协会队	唐思楠	先负	伍霞	江苏棋院天一队	140	中炮过河车对反宫马	中国象棋协会	...	1230	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵七进一
 卒７进１
9. 炮八进四
 士４进５
11. 马八进七
 象３进５
13. 炮八平五
 马３进５
15. 炮五进四
 卒３进１
17. 兵七进一
 车１平３
19. 炮五平七
 象５进３
21. 马七进六
 炮２平５
23. 相七进五
 马７进６
25. 马六进四
 车３进３
27. 仕六进五
 车３平６
29. 马四退六
 车９进２
31. 车九平七
 车６平４
33. 马六进八
 车４平３
35. 马八退七
 车９平８
37. 马七进五
 车８进７
39. 马三退二
 车３平８
41. 马二进一
 象３退１
43. 马五进三
 炮６进６
45. 马三退五
 车８进４
47. 马五进六
 车８平５
49. 马六进七
 将５平４
51. 马七退九
 车５平２
53. 车七平六
 炮５平４
55. 马九退七
 将４平５
57. 车六进四
 车２进２
59. 仕五退六
 炮６平１
61. 车六平八
 车２平３
63. 马七退五
 炮１进１
65. 马五进六
 士５进４
67. 车八进五
 将５进１
69. 车八退一
 将５退１
71. 车八进一
 将５进１
73. 车八退一
 将５退１
75. 车八进一
 将５进１
77. 仕四进五
 车３退３
79. 车八退九
 炮１退１
81. 相三进五
 车３平５
83. 相五退七
 车５平１
85. 车八进八
 将５退１
87. 车八进一
 将５进１
89. 车八退一
 将５退１
91. 车八进一
 将５进１
93. 车八平四
 炮１进１
95. 帅五平四
 车１平３
97. 车四退四
 车３进１
99. 车四退三
 车３进２
101. 帅四进一
 炮１退１
103. 帅四退一
 炮１进１
105. 帅四进一
 炮１退１
107. 帅四退一
 车３退４
109. 仕五进六
 炮１进１
111. 后仕进五
 炮１退２
113. 车四进六
 将５退１
115. 车四进一
 将５进１
117. 车四退一
 将５退１
119. 车四进一
 将５进１
121. 车四退三
 炮１平９
123. 车四平九
 象７进５
125. 车九平三
 车３平８
127. 车三进二
 将５退１
129. 车三退一
 将５进１
131. 车三进一
 将５退１
133. 车三退一
 将５进１
135. 车三进一
 将５退１
137. 车三退一
 将５进１
139. 车三退三
 车８平７"
18	2014年川渝贵象棋名手赛	9	20140104	成都	刘俊	先负	李成芝	成都	58	中炮对反宫马	fbcfbc	...	510	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进９
7. 兵七进一
 象３进５
9. 马八进七
 车９进１
11. 车二进四
 车９平４
13. 车二平六
 车１进１
15. 炮八平九
 炮２进４
17. 车九平八
 炮２平３
19. 车六进四
 车１平４
21. 仕六进五
 炮３平７
23. 相三进一
 卒９进１
25. 兵五进一
 车４进５
27. 兵五进一
 卒５进１
29. 车八进五
 卒５进１
31. 车八平五
 士４进５
33. 车五退一
 马９进８
35. 车五平二
 马８退６
37. 马三进五
 马６退４
39. 车二平三
 炮７平８
41. 车三进二
 卒３进１
43. 马五进四
 马４进５
45. 马七进五
 车４平５
47. 炮五进三
 车５退２
49. 马四进二
 卒３进１
51. 相一退三
 炮８平５
53. 帅五平六
 车５退１
55. 马二进三
 炮６退１
57. 车三退三
 士５进６"
19	2013年江苏省第6届韩信杯象棋苏北名人赛暨欧蓓莎杯年终总决赛	6	20131229	欧蓓莎	孙柏年	先负	韩传明	欧蓓莎	54	中炮过河车对反宫马	钱宇新	...	276	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵七进一
 卒７进１
9. 马八进七
 士４进５
11. 炮八进四
 象３进５
13. 炮八平五
 马３进５
15. 炮五进四
 炮２平３
17. 兵五进一
 车１平２
19. 车二进六
 车９平８
21. 车二平三
 炮６退１
23. 炮五退一
 车８进５
25. 车九进一
 车８平５
27. 车九平五
 车５平３
29. 马三进五
 车３平５
31. 车三平七
 炮３退１
33. 马五退三
 车２进３
35. 车七退三
 车２进３
37. 车七进三
 车５平６
39. 车五进二
 车２平５
41. 马三进五
 车６平５
43. 车七平三
 车５退１
45. 车三进一
 炮６进２
47. 仕六进五
 炮６平５
49. 车三退一
 炮５进３
51. 马七进五
 车５进２
53. 车三平九
 车５平７"
20	2013年江苏省第6届韩信杯象棋苏北名人赛暨欧蓓莎杯年终总决赛	1	20131228	欧蓓莎	韩传明	先负	言缵昭	韩信盱眙	38	中炮对反宫马	钱宇新	...	337	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马三进四
 士６进５
11. 马八进七
 象７进５
13. 仕六进五
 车９平６
15. 马四进三
 炮２进１
17. 车二进六
 炮６进４
19. 马三进五
 象３进５
21. 车二进一
 车６平７
23. 兵五进一
 炮６退４
25. 车二退四
 炮２进１
27. 炮五平三
 车７平８
29. 车二平六
 马７进６
31. 相七进五
 车８进７
33. 炮三退一
 卒５进１
35. 兵五进一
 炮２平５
37. 车九平六
 车１平２"
21	2013年“高新杯”象棋全国冠军争霸赛(10+0)	1	20131202	江苏	徐天红	先负	吕钦	广东	56	中炮过河车对反宫马	大师网	...	8700	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵七进一
 卒７进１
9. 炮八进四
 象７进５
11. 马八进七
 马７进６
13. 炮八平五
 马３进５
15. 炮五进四
 士６进５
17. 车九平八
 车９平７
19. 车八进五
 马６进７
21. 车二进六
 车１进１
23. 马七进六
 车１平４
25. 炮五平六
 卒７进１
27. 马六进七
 炮２平３
29. 相七进五
 卒７平６
31. 仕四进五
 马７进５
33. 相三进五
 车７进７
35. 炮六平五
 车４进２
37. 车八平四
 炮６退２
39. 兵七进一
 炮３平２
41. 仕五退四
 炮２进１
43. 车四进一
 车４平５
45. 车四平五
 车７平５
47. 仕六进五
 炮６平７
49. 车五平三
 炮２平７
51. 车二平三
 车５退１
53. 帅五平六
 车５平４
55. 帅六平五
 车４平３"
