比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
11	2013年广东省第2届丘比尔杯青少年象棋精英赛男子乙组	7	20140502	顺德	范志杰	先负	王和燊	湛江	78	中炮七路马对屏风马	组委会	...	169	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进四
 马２进３
9. 马八进七
 象３进５
11. 车九进一
 士４进５
13. 车九平六
 炮８平９
15. 车二进五
 马７退８
17. 兵七进一
 车１平４
19. 车六进八
 士５退４
21. 相三进一
 马８进７
23. 马七进六
 士６进５
25. 兵三进一
 卒７进１
27. 相一进三
 炮２进３
29. 马六进七
 炮２平７
31. 炮五平七
 马７进６
33. 马七进九
 炮７退４
35. 马三进四
 马６进４
37. 炮七平二
 炮９平８
39. 炮八进二
 马４进６
41. 炮二平四
 炮８进７
43. 帅五进一
 炮８退６
45. 马四进三
 马３进４
47. 炮八进四
 炮８退１
49. 炮八平三
 炮８平１
51. 炮三平一
 士５退６
53. 帅五退一
 马６退５
55. 马三进四
 士４进５
57. 马四退五
 炮１进４
59. 仕六进五
 马４进５
61. 相七进九
 前马进３
63. 兵七进一
 炮１平５
65. 炮四平五
 马５进４
67. 马五退四
 马４进３
69. 帅五平六
 前马退５
71. 帅六进一
 马５退３
73. 仕五进六
 后马进１
75. 兵七进一
 马３退４
77. 马四进六
 炮５平４"
12	2014年重庆忠县首届“体彩杯”象棋公开赛	11	20140502	四川2	梁妍婷	先负	杨应东	重庆29	54	中炮左边马对屏风马	组委会	...	82	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵三进一
 卒３进１
9. 马八进九
 卒１进１
11. 车九进一
 车１进３
13. 车九平六
 象３进５
15. 车二进六
 炮８平９
17. 车二平三
 车８进２
19. 炮八平七
 马３进２
21. 兵三进一
 士６进５
23. 车三平四
 车８进４
25. 兵三进一
 炮２进１
27. 车六进五
 卒３进１
29. 车六平七
 马２进４
31. 车七平六
 车８平７
33. 兵三进一
 马４进３
35. 马三退五
 马３退５
37. 兵三平二
 炮９进４
39. 炮五进四
 炮２平５
41. 车六平九
 炮５进２
43. 车四退二
 卒３平４
45. 车九平一
 炮９平８
47. 车一平二
 马５退７
49. 车四平五
 卒４平５
51. 车二退二
 车７进２
53. 马五进六
 炮８平５"
13	2014年重庆忠县首届“体彩杯”象棋公开赛	10	20140501	广东1	徐文俊	先负	何文哲	浙江1	74	...	组委会	...	73	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵三进一
 卒３进１
9. 马八进九
 卒１进１
11. 炮八平六
 炮８进２
13. 炮六进四
 象７进５
15. 车二进四
 卒１进１
17. 兵九进一
 车１进５
19. 炮六平七
 炮２平１
21. 车九平八
 炮１进５
23. 相七进九
 车１进２
25. 车八进七
 车１退５
27. 车八平九
 象３进１
29. 兵三进一
 卒７进１
31. 车二平八
 炮８退１
33. 车八进三
 马７退５
35. 炮七平二
 车８进３
37. 车八平九
 卒７进１
39. 车九退三
 卒７进１
41. 马三退五
 马３进４
43. 车九平六
 马５进３
45. 马五退七
 车８平６
47. 马七进八
 车６进２
49. 兵五进一
 士６进５
51. 仕六进五
 马４退６
53. 车六进二
 车６平５
55. 车六平七
 马３退２
57. 兵七进一
 卒３进１
59. 马八进九
 卒７进１
61. 马九进八
 马６进７
63. 马八进七
 将５平６
65. 马七退五
 卒７平６
67. 车七进三
 马２进３
69. 炮五平六
 卒６进１
71. 车七退二
 卒６进１
73. 帅五平六
 车５进３"
14	2014年重庆忠县首届“体彩杯”象棋公开赛	7	20140501	重庆22	郭德建	先负	杨辉	四川11	58	...	组委会	...	69	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵三进一
 卒３进１
9. 马八进九
 卒１进１
11. 车九进一
 卒１进１
13. 兵九进一
 车１进５
15. 车二进四
 炮８平９
17. 车二进五
 马７退８
19. 车九平二
 马８进７
21. 车二进三
 马３进４
23. 炮八进三
 卒３进１
25. 兵三进一
 卒７进１
27. 车二平七
 车１平３
29. 兵七进一
 卒７进１
31. 兵七进一
 马４退６
33. 马九进七
 炮２平３
35. 马七进六
 炮３进７
37. 仕六进五
 马６进８
39. 兵五进一
 卒７进１
41. 马三退一
 炮９退１
43. 兵七进一
 炮３退５
45. 兵五进一
 炮９平５
47. 兵五进一
 炮５进６
49. 相三进五
 马７进５
51. 炮八退一
 士６进５
53. 兵七平六
 马５进４
55. 相五进七
 马４退６
57. 兵六平五
 马８进９"
15	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	9	20140503	泰州	黄子羽	先负	王浩楠	杭州	92	...	钱宇新	...	193	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒３进１
7. 兵三进一
 马２进３
9. 马八进九
 卒１进１
11. 车九进一
 卒１进１
13. 兵九进一
 车１进５
15. 炮八平七
 马３进２
17. 车二进四
 车１平４
19. 车九平四
 象７进５
21. 马三进四
 士６进５
23. 马四进三
 马２进１
25. 炮七退一
 炮２平４
27. 车四进三
 车４进１
29. 炮七平三
 炮８进１
31. 兵三进一
 马１进３
33. 仕六进五
 车４退２
35. 车四进一
 车４平６
37. 兵三平四
 马３退５
39. 车二平五
 马５进７
41. 仕五进四
 前马退９
43. 车五平二
 卒９进１
45. 炮三进六
 炮４平７
47. 马三退四
 卒９进１
49. 车二退一
 炮８进２
51. 马九退七
 车８平６
53. 马四进二
 炮７平８
55. 车二平四
 车６平７
57. 马二进四
 后炮平６
59. 车四平二
 车７进３
61. 炮五进一
 炮６进２
63. 炮五平一
 车７平６
65. 炮一退二
 炮６平８
67. 车二平五
 车６进４
69. 马七进六
 车６进１
71. 炮一进一
 将５平６
73. 车五进一
 车６进１
75. 帅五进一
 车６退１
77. 帅五进一
 将６平５
79. 车五进二
 车６退２
81. 车五退一
 车６平４
83. 车五平二
 车４平３
85. 帅五退一
 车３进２
87. 帅五退一
 车３进１
89. 帅五进一
 车３平７
91. 炮一平五
 炮８平５"
16	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	2	20140501	台湾	林柱隆	先负	郝春阳	马鞍山	44	中炮左边马对屏风马	钱宇新	打虎将	82	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 车二进六
 炮８平９
9. 车二平三
 炮９退１
11. 炮八进四
 车１进１
13. 兵五进一
 炮９平７
15. 车三平四
 马７进８
17. 车四平三
 马８进６
19. 车三平四
 马６进５
21. 相七进五
 炮７进６
23. 兵七进一
 车１平４
25. 仕六进五
 车８进４
27. 兵九进一
 车８平２
29. 炮八平五
 马３进５
31. 车四平五
 炮２平５
33. 车五平七
 车２进４
35. 兵七进一
 车４进５
37. 兵五进一
 车４平５
39. 兵七平六
 车５进１
41. 相三进五
 炮５进５
43. 仕五进四
 炮７进２"
17	2014年第四届周庄杯海峡两岸象棋大师赛预赛A组	3	20140427	河南	武俊强	先负	王天一	内蒙古	64	...	象棋王子	...	3967	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵三进一
 卒３进１
9. 马八进九
 卒１进１
11. 车九进一
 卒１进１
13. 兵九进一
 车１进５
15. 车九平六
 象７进５
17. 车六进七
 炮８进４
19. 炮八平七
 炮２平１
21. 炮五平六
 士４进５
23. 相三进五
 马３进２
25. 仕四进五
 炮８退５
27. 车六退五
 炮８进６
29. 车六进五
 炮１进５
31. 相七进九
 马２进１
33. 炮七平八
 车１平２
35. 车六平九
 车２进２
37. 车九退五
 炮８平５
39. 帅五平四
 车８进９
41. 马三退二
 车２平１
43. 车九退一
 炮５平１
45. 帅四进一
 马７退９
47. 炮六平二
 炮１退３
49. 炮二平一
 马９进８
51. 炮一进四
 马８进７
53. 马二进三
 卒７进１
55. 马三进四
 马７进８
57. 帅四进一
 卒５进１
59. 帅四平五
 马８退６
61. 仕五进四
 炮１进２
63. 炮一平五
 卒５进１"
18	2014年宁夏“西夏杯”象棋公开赛	5	20140413	内蒙古3	马军	先负	赵子雨	温州龙之队	82	...	打虎将	九弈真经	633	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 马八进七
 卒３进１
9. 兵三进一
 炮８进４
11. 炮八进四
 炮８平３
13. 炮八平三
 象７进５
15. 车二进九
 马７退８
17. 马三进四
 卒３进１
19. 马四进五
 马８进６
21. 炮三进三
 士６进５
23. 马五进七
 炮３退４
25. 马七退五
 马６进８
27. 炮三平二
 车１平２
29. 炮五平二
 炮２进２
31. 相三进五
 炮２平１
33. 相七进九
 车２进６
35. 马五进三
 卒３平４
37. 仕六进五
 炮３进５
39. 后炮进一
 车２进１
41. 马三进二
 马８退６
43. 兵九进一
 炮１进３
45. 前炮平一
 炮３退６
47. 车九平六
 车２平５
49. 兵三进一
 车５平８
51. 车六进四
 车８退１
53. 帅五平六
 炮１平８
55. 马二进四
 马６进８
57. 炮一平二
 马８进７
59. 炮二退七
 车８进１
61. 车六进四
 炮３进１
63. 马四进五
 炮３平４
65. 马五进三
 将５平６
67. 车六平七
 马７进６
69. 仕五进四
 车８平６
71. 车七退二
 车６进２
73. 帅六进一
 马６退５
75. 车七平四
 车６退６
77. 马三退四
 马５进４
79. 马四退六
 马４退３
81. 马六进七
 炮４平９"
19	2013年石狮·爱乐杯全国象棋个人赛男子甲组	8	20131112	黑龙江队	郝继超	先负	孟辰	山东中国重汽象棋队	78	...	组委会	打虎将	1882	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒３进１
7. 兵三进一
 马２进３
9. 马八进九
 象３进５
11. 炮八平七
 马３进２
13. 车九进一
 士４进５
15. 车九平六
 炮８进４
17. 车六进五
 卒３进１
19. 车六平八
 马２进４
21. 车八进一
 马４进３
23. 兵七进一
 车１平４
25. 仕四进五
 马３退４
27. 车八退二
 车４平３
29. 炮五平六
 车３进５
31. 车八进四
 车３退５
33. 车八退五
 马４进６
35. 相三进五
 马６进７
37. 帅五平四
 车３进４
39. 车八平四
 卒７进１
41. 车二进一
 卒７进１
43. 相五进三
 炮８平１
45. 车二平三
 车８进９
47. 帅四进一
 马７进８
49. 车四退二
 车３进５
51. 炮六进一
 车３退４
53. 相三退一
 车８退２
55. 车三退一
 炮１退２
57. 帅四退一
 炮１平３
59. 炮六平七
 炮３进２
61. 车四平七
 马８进９
63. 马九进七
 车８平９
65. 兵五进一
 车９平８
67. 帅四平五
 卒９进１
69. 兵五进一
 卒５进１
71. 马三进五
 车８平３
73. 马五进七
 车３退１
75. 马七进五
 车３退２
77. 马五进三
 卒９进１"
20	2014年“山西六建杯”全国象棋甲级联赛选拔赛	4	20140410	黑龙江省象棋协会	吴宇轩	先负	许文章	成都棋院	92	中炮七路马对屏风马	中国象棋协会	...	1857	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 兵七进一
 马２进３
9. 马八进七
 炮２进４
11. 兵五进一
 炮８进４
13. 马七进八
 象３进５
15. 车九进一
 士４进５
17. 车九平七
 马７进６
19. 马八进七
 炮２平５
21. 仕四进五
 车１平２
23. 马三进五
 车２进７
25. 马五退七
 车２退１
27. 后马进六
 马６进７
29. 兵七进一
 车２平４
31. 马六进八
 马７退５
33. 车二进一
 车４平７
35. 仕五退四
 马５进６
37. 车二平四
 车７进２
39. 马八进七
 炮８平２
41. 车七平八
 象５退３
43. 后马进九
 炮２退４
45. 马七退五
 车８进８
47. 车四进一
 车７平２
49. 马九进八
 炮２平５
51. 马八退七
 车２平６
53. 炮五进五
 象７进５
55. 车四退一
 车８平６
57. 马七退九
 卒７进１
59. 相七进五
 卒７平８
61. 兵七平六
 车６平１
63. 马五进三
 卒９进１
65. 马三退四
 卒８进１
67. 马四进二
 卒８平９
69. 马二进三
 将５平４
71. 马九进八
 将４进１
73. 马八退七
 将４退１
75. 马七进八
 将４进１
77. 马八退七
 将４退１
79. 马七进八
 将４进１
81. 马三退五
 士５进６
83. 马五进四
 将４平５
85. 马四退二
 车１退２
87. 马二退四
 车１平６
89. 马四退六
 将５平６
91. 仕六进五
 前卒平８"
21	2013年石狮·爱乐杯全国象棋个人赛男子甲组	8	20131112	中国棋院杭州分院	谢丹枫	先负	景学义	煤矿开滦象棋队	28	中炮左边马对屏风马	组委会	...	822	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵三进一
 卒３进１
9. 马八进九
 车１进１
11. 炮八进四
 马３进２
13. 炮八平三
 象７进５
15. 车二进五
 车１平４
17. 车九进一
 车４进４
19. 兵三进一
 士６进５
21. 车九平四
 卒３进１
23. 车四进三
 车４退１
25. 车四平七
 卒１进１
27. 仕六进五
 马２进１"
