比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
11	2013年石狮·爱乐杯全国象棋个人赛女子组	1	20131104	江苏棋院	陈烨	先负	尤颖钦	河北金环钢构象棋队	60	...	中国象棋协会	...	576	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 炮八进二
 象３进５
11. 马八进七
 车１平３
13. 车九进二
 炮２退１
15. 马七进六
 炮８进４
17. 炮五平七
 炮２平３
19. 车九平八
 车３平２
21. 炮八进二
 士４进５
23. 兵七进一
 马３退１
25. 兵七进一
 炮３进６
27. 车八平七
 马１进２
29. 兵七平八
 车２进３
31. 车二进一
 车２平４
33. 马六进八
 车４退１
35. 车二平四
 炮８进１
37. 车七退一
 车８进６
39. 车四平二
 马７进６
41. 相七进五
 马６进７
43. 车七进五
 车８退３
45. 马八退七
 炮８退１
47. 车二平八
 车８平６
49. 车八平二
 炮８平５
51. 仕四进五
 将５平４
53. 马七退八
 炮５退１
55. 车二进二
 卒７进１
57. 马三进五
 车６进５
59. 相五进三
 马７进８"
12	2013年“孚日家纺杯”全国象棋女子甲级联赛预赛	4	20131031	杭州棋类学校	沈思凡	先负	韩冰	慈溪市弈友俱乐部	132	中炮过河车互进七兵对屏风马	中国象棋协会	...	399	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 象３进５
11. 马八进七
 士４进５
13. 车二平三
 炮２进４
15. 兵五进一
 车１平４
17. 车三进一
 车４进６
19. 兵三进一
 车４平３
21. 马七退五
 炮８进４
23. 炮五平六
 炮２退１
25. 炮六进一
 卒３进１
27. 车三退一
 卒３进１
29. 兵五进一
 卒３平４
31. 炮六平五
 卒４平５
33. 炮五平六
 炮２退２
35. 炮六进三
 后卒进１
37. 炮六平九
 炮２平５
39. 炮九进三
 车３平２
41. 炮八平七
 车２退３
43. 相七进五
 卒７进１
45. 车九平七
 前卒平６
47. 炮七平八
 炮８退４
49. 车三进一
 车２平１
51. 车七进七
 车１退３
53. 车七退一
 炮８进４
55. 车三退一
 炮８平５
57. 炮八进四
 后炮平２
59. 车七平八
 炮５退１
61. 车八退三
 车１平４
63. 马三进五
 车８进６
65. 后马进七
 卒６进１
67. 仕四进五
 卒６平５
69. 车八平五
 车８平５
71. 马七进五
 卒７平６
73. 马五进七
 车４进５
75. 马七进六
 炮５进１
77. 车三平一
 卒５进１
79. 马六进七
 车４退４
81. 马七退六
 士５进４
83. 车一退二
 车４平７
85. 帅五平四
 炮５平２
87. 仕五进六
 炮２进３
89. 后仕进五
 车７平３
91. 马六退七
 车３平２
93. 车一进二
 车２进５
95. 相三进一
 士６进５
97. 车一退二
 车２平６
99. 帅四平五
 车６平３
101. 仕五进四
 车３进３
103. 帅五进一
 车３退１
105. 帅五退一
 车３进１
107. 帅五进一
 车３平６
109. 马七进六
 车６退２
111. 马六退五
 卒６平５
113. 车一平五
 车６平９
115. 车五平八
 车９退１
117. 帅五退一
 炮２平１
119. 车八平五
 车９平１
121. 帅五平四
 车１平６
123. 帅四平五
 炮１退７
125. 仕六退五
 士５退４
127. 车五平九
 象５退３
129. 车九退二
 前士退５
131. 车九平六
 炮１平５"
13	2013年山西省澳瑞特杯象棋锦标赛	10	20131027	伟厦广业团体	朱俊明	先负	韩强	龙城棋协团体	104	...	并州魔剑	...	604	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 象３进５
11. 马八进七
 炮２进４
13. 兵五进一
 士４进５
15. 炮八平九
 炮８平９
17. 车二进三
 马７退８
19. 马七进八
 车１平２
21. 炮五平八
 卒３进１
23. 兵七进一
 象５进３
25. 车九进一
 炮９平５
27. 马八进六
 车２平４
29. 马六进五
 象７进５
31. 炮八平七
 炮２平３
33. 相七进五
 车４平２
35. 炮七退一
 车２进７
37. 炮七平一
 马８进７
39. 炮一进一
 车２退１
41. 炮九平七
 马３进４
43. 兵九进一
 马４退６
45. 兵九进一
 卒１进１
47. 车九进四
 马６进５
49. 仕四进五
 马５进７
51. 炮一退一
 炮３平４
53. 车九退一
 炮４退４
55. 炮一平三
 卒５进１
57. 炮七平六
 士５退４
59. 车九进二
 卒５进１
61. 炮六进三
 士６进５
63. 炮六平五
 车２平６
65. 车九平三
 将５平６
67. 仕五进四
 车６进１
69. 炮三进二
 车６退１
71. 车三进一
 炮４平７
73. 炮三进四
 卒７进１
75. 仕六进五
 卒７进１
77. 马三退四
 车６退２
79. 炮五进一
 车６退１
81. 炮五退一
 卒７平６
83. 炮三平二
 车６平８
85. 炮二平一
 车８退１
87. 炮一进二
 车８进２
89. 炮五进一
 车８退１
91. 炮五退一
 车８平６
93. 帅五平六
 车６平２
95. 相五退七
 车２进６
97. 相三进五
 卒５进１
99. 帅六平五
 卒５进１
101. 马四进五
 车２平３
103. 仕五退六
 车３退４"
14	2013年山西省澳瑞特杯象棋锦标赛	9	20131027	晋中榆次	陈久明	先负	朱俊明	伟厦广业团体	116	...	并州魔剑	...	406	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 炮２进４
11. 兵五进一
 象７进５
13. 马八进七
 车１进１
15. 兵五进一
 卒５进１
17. 马七进五
 炮２平７
19. 炮五进三
 马３进５
21. 相七进五
 车１平６
23. 仕六进五
 车６进７
25. 相三进一
 炮８平９
27. 车二进三
 马７退８
29. 车九平六
 马８进７
31. 车六进六
 炮９平８
33. 车六平七
 士６进５
35. 炮八进七
 将５平６
37. 车七平六
 卒１进１
39. 炮八退八
 车６退７
41. 炮八平七
 象３进１
43. 车六退二
 炮８进２
45. 车六进一
 卒７进１
47. 炮五进二
 马５进６
49. 炮五平八
 车６进２
51. 炮八进二
 将６进１
53. 车六退三
 车６平２
55. 炮八平九
 卒７平８
57. 炮九退一
 将６退１
59. 炮九平七
 炮８平５
61. 车六进二
 车２进６
63. 仕五退六
 马７进８
65. 仕四进五
 车２退３
67. 车六平五
 炮５进２
69. 车五退一
 车２平５
71. 马三进五
 马６进５
73. 仕五进六
 炮７平１
75. 后仕进五
 马５退７
77. 相一退三
 马７退５
79. 前炮平九
 炮１平９
81. 炮九退三
 马５进７
83. 马五进六
 炮９退２
85. 兵七进一
 象１进３
87. 马六进七
 马８进６
89. 炮九进四
 将６进１
91. 炮七平八
 炮９平５
93. 相三进五
 象３退５
95. 炮八进七
 士５进４
97. 马七进六
 将６进１
99. 炮九退二
 马６进５
101. 马六退七
 马５退４
103. 帅五平六
 马４进３
105. 帅六进一
 马７退６
107. 炮九平六
 将６退１
109. 马七退六
 炮５进１
111. 仕五进四
 炮５平４
113. 炮六退三
 马６进５
115. 帅六平五
 马５退４"
15	2013年山西省澳瑞特杯象棋锦标赛	5	20131026	晋中市团体	张建利	先负	朱俊明	伟厦广业团体	36	...	并州魔剑	...	334	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 象３进５
11. 车二平三
 炮２进４
13. 兵三进一
 卒７进１
15. 车三进一
 卒７进１
17. 马三退五
 炮８进７
19. 兵五进一
 车８进８
21. 炮八退一
 车８退２
23. 马五进七
 士４进５
25. 车九进二
 车１平４
27. 炮八平九
 车４进８
29. 车九平八
 炮２进３
31. 车八退二
 车８进１
33. 炮九进一
 车８平６
35. 仕六进五
 车６进１"
16	2013年第三届“辛集国际皮革城杯”象棋公开赛	4	20131012	甘肃	郝永林	先负	乔中平	山西	54	中炮过河车互进七兵对屏风马上士	并州魔剑	打虎将	474	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 车１进１
9. 马八进七
 车１平４
11. 炮八平九
 炮２进４
13. 兵三进一
 炮８进４
15. 车九平八
 炮８平７
17. 车二进九
 马７退８
19. 兵五进一
 炮７进３
21. 仕四进五
 车４进５
23. 兵九进一
 炮２平３
25. 炮九进一
 车４退５
27. 兵五进一
 马８进７
29. 马七进五
 车４平８
31. 马五进六
 炮７平９
33. 仕五进六
 炮３进２
35. 兵五进一
 士６进５
37. 车八进三
 车８进８
39. 帅五进一
 车８退１
41. 帅五退一
 炮３平７
43. 马六进八
 炮７进１
45. 马三退二
 炮７退１
47. 帅五进一
 炮７退１
49. 马二进四
 炮７进１
51. 马四进三
 炮７退１
53. 帅五退一
 炮７进２"
17	2013年重庆市兴华棋馆登驹杯象棋邀请赛	9	20131013	重庆	周旭	先负	张勇	重庆	82	中炮过河车互进七兵对屏风马	wodeshida...	...	449	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 炮２进４
11. 兵三进一
 卒７进１
13. 车二平三
 炮８进４
15. 车三退二
 炮８平７
17. 相三进一
 马７进６
19. 马八进九
 象３进５
21. 车九进一
 士４进５
23. 车九平四
 车８进４
25. 车三平四
 马６退８
27. 炮八平七
 车１平４
29. 兵九进一
 马８退６
31. 兵七进一
 车８平３
33. 炮七进二
 马６进５
35. 炮五进三
 卒５进１
37. 相一进三
 马３进５
39. 后车平七
 马５进７
41. 相三退五
 车３平４
43. 仕四进五
 后车进３
45. 车四平三
 卒３进１
47. 炮七平八
 炮７平６
49. 炮八进五
 前车进１
51. 车三平二
 前车平８
53. 马三进二
 车４平８
55. 马二退四
 马７进６
57. 仕五进四
 车８进６
59. 帅五进一
 卒５进１
61. 帅五平六
 车８退６
63. 车七平八
 卒５进１
65. 相五退三
 马６进８
67. 仕六进五
 车８平４
69. 仕五进六
 马８进７
71. 车八进二
 卒５进１
73. 帅六退一
 车４进４
75. 帅六平五
 马７退６
77. 帅五平四
 车４进２
79. 帅四进一
 车４退１
81. 帅四退一
 马６进８"
18	2013年重庆市兴华棋馆登驹杯象棋邀请赛	1	20131011	重庆	周旭	先负	张若愚	重庆	66	中炮过河车互进七兵对屏风马右横车	逍遥君子	...	844	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 车１进１
11. 马八进七
 马７进６
13. 车二平四
 马６进７
15. 车九进一
 车１平４
17. 车九平四
 象７进５
19. 前车平二
 炮２进１
21. 车四进二
 卒７进１
23. 车四进四
 车４平８
25. 车四平三
 马７进５
27. 相七进五
 卒３进１
29. 车二退五
 卒３进１
31. 相五进七
 炮８进２
33. 车三退三
 炮８平５
35. 车二平五
 炮５进４
37. 仕六进五
 后车平７
39. 车三平五
 车７进６
41. 马三退一
 车７平９
43. 炮八退一
 车８进３
45. 相三进五
 车８平４
47. 马一退三
 车４进２
49. 炮八平七
 炮２平３
51. 马三进四
 炮３进４
53. 马四进三
 车９平７
55. 相七退九
 马３进４
57. 车五进二
 马４进６
59. 炮七进八
 士４进５
61. 车五进一
 马６进５
63. 仕五进六
 马５进７
65. 帅五进一
 车７退１"
19	2013年陕西榆林市锦林杯象棋公开赛	10	20131003	呼和浩特逸林代表队	林川博	先负	李小东	延安市代表队	46	中炮过河车互进七兵对屏风马上士	大象迷路	...	385	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 车二进六
 象３进５
11. 马八进七
 炮２进１
13. 车二平三
 马３退５
15. 马七进六
 卒３进１
17. 马六进七
 卒３进１
19. 炮八平七
 炮２进３
21. 兵三进一
 卒７进１
23. 车三退二
 卒３进１
25. 炮七退一
 炮８退１
27. 马三进四
 炮８平７
29. 马四进三
 车１进１
31. 车九平八
 车８进４
33. 车三平二
 炮２平５
35. 炮五平八
 车８平２
37. 马七退八
 卒３平２
39. 炮八平七
 炮７进２
41. 车八进三
 卒５进１
43. 车八平六
 炮７平５
45. 车二平六
 车１退１"
20	2013年第三届“川渝象棋群杯”象棋赛	2	20131002	四川内江	唐敏	先负	赵乾元	重庆渝中	62	...	逍遥君子	...	312	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 车二进六
 车１进１
11. 马八进七
 车１平４
13. 炮八平九
 炮２进４
15. 兵五进一
 车４进５
17. 兵五进一
 炮８退１
19. 马七进八
 车４平３
21. 兵七进一
 卒３进１
23. 炮九进四
 马３进１
25. 马八进九
 炮８平５
27. 车二进三
 炮５进３
29. 仕六进五
 马７退８
31. 炮五进二
 象７进５
33. 相七进五
 马８进７
35. 马九进七
 士６进５
37. 车九平六
 炮２平７
39. 马三退二
 炮７平１
41. 兵一进一
 卒７进１
43. 马二进一
 车３平２
45. 炮五进二
 马７进５
47. 马七退五
 卒３进１
49. 马五进三
 卒３进１
51. 马三退二
 象５进７
53. 马二进三
 卒３进１
55. 马三退一
 象３进５
57. 前马进二
 卒３进１
59. 马二退三
 炮５进１
61. 马三退五
 卒３平４"
