比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2013年福建省板桥津点杯象棋锦标赛男子组	5	20131201	龙岩长汀县	王咏梅	先胜	赖小辉	泉州南安市	129	中炮过河车互进七兵对屏风马平炮兑车	中国第一棋迷	打虎将	54	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 车二进六
 炮８平９
11. 车二平三
 炮９退１
13. 马八进七
 士４进５
15. 炮八平九
 车１平２
17. 车九平八
 炮９平７
19. 车三平四
 马７进８
21. 车四退二
 炮７进５
23. 相三进一
 炮２进４
25. 马七进六
 炮２退１
27. 马三退五
 炮７平１
29. 马五进七
 炮１平３
31. 车八进三
 炮３进３
33. 仕六进五
 炮３退４
35. 车四进一
 马８进７
37. 车四退二
 炮２平４
39. 车八进六
 马３退２
41. 马七进六
 车８进５
43. 马六进七
 炮３进１
45. 炮五进四
 象３进５
47. 兵五进一
 车８平５
49. 车四平三
 炮３退２
51. 炮五退一
 马２进４
53. 车三平八
 马４进５
55. 炮九平三
 车５平４
57. 车八进六
 车４退５
59. 车八平六
 将５平４
61. 马七进八
 炮３退３
63. 马八退九
 士５进６
65. 仕五进六
 马５进３
67. 马九退七
 象５进３
69. 炮三进七
 后士进５
71. 炮三平一
 象３退５
73. 炮五进一
 士５进４
75. 炮五平二
 炮３平８
77. 炮二进一
 士６退５
79. 兵一进一
 将４平５
81. 仕四进五
 将５平６
83. 仕五进四
 将６平５
85. 炮一退一
 将５平６
87. 炮二平一
 炮８进８
89. 前炮退二
 炮８平９
91. 兵一进一
 象５退７
93. 前炮进二
 象７进５
95. 帅五进一
 象５进３
97. 相一退三
 炮９退６
99. 兵一进一
 卒７进１
101. 兵一平二
 卒７进１
103. 兵二平三
 将６平５
105. 兵三平四
 象３退５
107. 帅五退一
 士５退４
109. 兵四进一
 前士退５
111. 兵四平五
 卒７平６
113. 炮一退八
 卒６平５
115. 炮一平五
 卒５平４
117. 炮五平六
 卒４平５
119. 兵五进一
 士４进５
121. 炮六平五
 将５平４
123. 炮五进七
 将４进１
125. 炮五平一
 将４平５
127. 相三进一
 将５平４
129. 相一进三"
2	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	6	20140521	广东碧桂园	许银川	先胜	蔚强	内蒙古伊泰	157	...	中国象棋协会	...	10945	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 车９平８
7. 车二进六
 马２进３
9. 兵七进一
 马７进６
11. 马八进七
 车１进１
13. 车二平四
 马６进７
15. 马七进六
 车８进１
17. 车九进一
 马７进５
19. 相三进五
 车１平４
21. 马六进七
 卒７进１
23. 车九平四
 炮８平６
25. 前车平三
 车８平７
27. 车四进五
 卒７进１
29. 车三进二
 车４平７
31. 马三退五
 车７进３
33. 马五进七
 士４进５
35. 仕四进五
 炮２进４
37. 前马退六
 炮２平３
39. 车四退一
 车７平６
41. 马六进四
 马３进４
43. 兵五进一
 炮３平９
45. 马四退三
 马４进６
47. 炮八退一
 象３进５
49. 马三进四
 马６进８
51. 马四进二
 炮６平８
53. 兵九进一
 马８退７
55. 炮八平九
 马７进５
57. 马七进五
 马５退７
59. 炮九进五
 马７进６
61. 马五进四
 马６进７
63. 帅五平四
 炮９平６
65. 炮九平八
 炮６退１
67. 兵九进一
 卒９进１
69. 炮八退五
 马７退８
71. 帅四平五
 卒５进１
73. 兵九平八
 炮６平５
75. 马四退五
 马８退６
77. 炮八平九
 炮８平７
79. 兵八进一
 炮７平８
81. 兵八平七
 炮５平４
83. 仕五进六
 卒９进１
85. 后仕进五
 卒９平８
87. 马五进四
 象５进７
89. 炮九进四
 马６进８
91. 后兵进一
 马８进７
93. 帅五平四
 马７退６
95. 后兵平六
 炮４进１
97. 兵七进一
 后象进５
99. 马四进三
 炮４退１
101. 仕五进四
 将５平４
103. 炮九退四
 卒５进１
105. 仕六退五
 炮４平１
107. 炮九平六
 将４平５
109. 兵七进一
 士５进６
111. 炮六平八
 炮１平２
113. 炮八平九
 炮２平１
115. 马三退四
 后士进５
117. 马四进六
 炮１退２
119. 马六退八
 将５平６
121. 兵七平六
 炮８退１
123. 马二进三
 士５进４
125. 马三退四
 士６退５
127. 马八进七
 炮１进３
129. 前兵平五
 士４退５
131. 马七进五
 炮８平６
133. 帅四平五
 马６退４
135. 相五进七
 马４进３
137. 炮九平八
 卒５平４
139. 后相进五
 炮１平５
141. 马五退七
 卒４平３
143. 炮八进八
 炮６平３
145. 兵六进一
 马３进１
147. 马七退六
 炮３平５
149. 兵六进一
 马１退２
151. 帅五平六
 前炮平４
153. 马六退四
 炮４平５
155. 兵六进一
 后炮平９
157. 后马进三"
3	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	9	20140511	常州	潘金平	先胜	李安军	安徽	47	...	钱宇新	...	598	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 车二进六
 炮８平９
11. 车二进三
 马７退８
13. 马八进七
 马８进７
15. 马七进六
 象３进５
17. 炮八平七
 炮２进４
19. 兵七进一
 炮２平７
21. 兵七进一
 炮７进３
23. 仕四进五
 马３退１
25. 车九平八
 士４进５
27. 炮五平六
 炮７平９
29. 炮七进一
 后炮平８
31. 帅五平四
 马７进８
33. 马六进八
 卒７进１
35. 马八进六
 士５进４
37. 车八进五
 马８退７
39. 炮六进五
 车１平４
41. 炮六平三
 炮８进７
43. 帅四进一
 炮８平３
45. 车八平四
 士６进５
47. 炮三平二"
4	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	7	20140511	安徽	丁邦和	先胜	马鸣祥	北京	49	...	钱宇新	...	149	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 炮８平９
11. 车二平三
 炮９退１
13. 马八进七
 士４进５
15. 炮八平九
 车１平２
17. 车九平八
 炮９平７
19. 车三平四
 马７进８
21. 车四进二
 炮７进５
23. 相三进一
 炮２进４
25. 兵五进一
 炮７平３
27. 兵五进一
 卒５进１
29. 马三进四
 卒５进１
31. 马四进五
 车８进２
33. 马五退三
 车８平４
35. 马三退五
 将５平４
37. 马五退七
 车４进４
39. 车八进一
 象３进５
41. 车四退七
 车４平３
43. 车四进八
 将４进１
45. 车八平六
 士５进４
47. 车四退一
 将４退１
49. 车六进六"
5	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	5	20140510	安徽	丁邦和	先胜	郭炜	徐州	66	...	钱宇新	...	94	"1. 炮八平五 *
 马８进７
3. 马八进七
 炮２平４
5. 车九平八
 马２进３
7. 兵三进一
 卒３进１
9. 炮二平四
 车９进１
11. 马二进三
 车９平６
13. 仕六进五
 炮８进４
15. 车一平二
 炮８平３
17. 相七进九
 象３进５
19. 车八平六
 士４进５
21. 车六进三
 车１平２
23. 兵五进一
 炮３平２
25. 兵五进一
 卒５进１
27. 炮五进五
 士５退４
29. 炮五平七
 炮４平５
31. 炮四平五
 炮５进５
33. 相三进五
 车６平３
35. 炮七平四
 卒３进１
37. 车六进二
 卒３进１
39. 马七退六
 炮２进３
41. 相九退七
 卒３进１
43. 车六平五
 士４进５
45. 炮四退四
 车３平４
47. 车二进五
 象７进５
49. 车五平八
 车４平２
51. 车八进三
 车２进１
53. 炮四平五
 车２进５
55. 车二平五
 卒３进１
57. 车五进二
 将５平４
59. 车五退二
 车２进２
61. 车五平六
 士５进４
63. 车六进二
 将４平５
65. 马三进四
 卒３平４"
6	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	3	20140511	厦门海翼	党斐	先胜	李智屏	湖北武汉光谷地产	59	...	中国象棋协会	...	2799	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 车９平８
7. 车二进六
 马２进３
9. 兵七进一
 炮８平９
11. 车二平三
 炮９退１
13. 炮八平六
 马３退５
15. 炮五进四
 马７进５
17. 车三平五
 炮２平５
19. 相七进五
 车１进２
21. 车九进一
 车１平４
23. 车九平六
 马５进７
25. 车五平三
 车８进２
27. 炮六进三
 士６进５
29. 炮六平五
 车４平２
31. 马八进七
 车２进２
33. 兵五进一
 炮５进１
35. 车六进五
 象７进５
37. 炮五平六
 炮９平７
39. 车三平四
 车８进５
41. 炮六退三
 象５退７
43. 马七进六
 炮５退１
45. 车四进二
 马７进６
47. 兵五进一
 炮７进５
49. 马六进四
 炮７进３
51. 仕四进五
 炮７平９
53. 马四进五
 象３进５
55. 帅五平四
 车２进２
57. 车六平三
 象７进９
59. 炮六进四"
7	2014年“QQ游戏·天下棋弈”全国象棋甲级联赛正赛	1	20140509	江苏句容茅山	王斌	先胜	杨辉	四川成都瀛嘉	59	...	中国象棋协会	...	1924	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 车二进六
 炮８平９
11. 车二平三
 炮９退１
13. 马八进七
 士４进５
15. 车九进一
 炮９平７
17. 车三平四
 象３进５
19. 车九平六
 炮２退１
21. 兵五进一
 马７进８
23. 车四平三
 马８进７
25. 马七进五
 炮２平１
27. 炮五退一
 车１平２
29. 炮八平七
 车２进６
31. 兵七进一
 马７退６
33. 兵七进一
 马６进５
35. 马三进五
 车２平５
37. 兵七进一
 车８进３
39. 相三进五
 车８平７
41. 炮五进二
 卒７进１
43. 车六进五
 炮１进５
45. 车六平九
 炮１平４
47. 炮七进四
 卒５进１
49. 炮五进二
 炮４退６
51. 炮七平八
 炮４平２
53. 炮八平五
 炮７平８
55. 车九平八
 炮２进１
57. 后炮平八
 炮２平４
59. 兵七平六"
8	2014年四川成都“惠丰杯”街子古镇象棋公开赛	8	20140506	湖北	赵子雨	先胜	孙永红	四川	77	...	象棋王子	...	395	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵七进一
 炮８平９
11. 车二平三
 车８进２
13. 炮八平七
 象３进５
15. 兵七进一
 象５进３
17. 马八进九
 炮２退１
19. 车九进一
 炮２平７
21. 车三平四
 士４进５
23. 车四进二
 炮７平８
25. 车九平六
 马７进８
27. 车六进五
 马８进７
29. 车六平七
 马７进５
31. 相三进五
 车１平４
33. 车七退一
 马３进４
35. 马九进七
 炮９退１
37. 车四退三
 马４进３
39. 车七退二
 车８平７
41. 车七进一
 炮８平７
43. 仕四进五
 车７平８
45. 车七平二
 车８进３
47. 马三进二
 车４进５
49. 马二进一
 炮９进５
51. 车四平三
 车４平９
53. 马一进二
 炮７平６
55. 马二退三
 炮６进５
57. 车三退二
 炮６退４
59. 炮七进一
 炮９进３
61. 车三平一
 车９进１
63. 炮七平一
 将５平４
65. 炮一进三
 炮６平５
67. 马三退四
 卒１进１
69. 马四进六
 炮９退３
71. 炮一进三
 炮５平４
73. 兵五进一
 炮９退４
75. 炮一平二
 炮９平８
77. 仕五进四"
9	2014年四川成都“惠丰杯”街子古镇象棋公开赛	6	20140505	四川	孙浩宇	先胜	苏明亮	四川	47	...	象棋王子	...	665	"1. 炮八平五 *
 马２进３
3. 马八进七
 车１平２
5. 车九平八
 卒３进１
7. 兵三进一
 马８进７
9. 车八进六
 炮２平１
11. 车八平七
 炮１退１
13. 炮二平四
 车９平８
15. 马二进三
 炮８平９
17. 车一进二
 车２进５
19. 兵五进一
 车８进６
21. 车一平二
 车８平３
23. 兵五进一
 炮１平５
25. 兵五平四
 车２平７
27. 仕六进五
 车７进１
29. 兵四进一
 炮５进６
31. 相七进五
 马３退５
33. 兵四平五
 炮９进４
35. 兵五平四
 马７退９
37. 炮四进二
 车３进１
39. 炮四平五
 象７进５
41. 兵四进一
 车７平４
43. 兵四进一
 马９进７
45. 车二进五
 炮９平１
47. 车二平三"
10	2014年四川成都“惠丰杯”街子古镇象棋公开赛	5	20140505	四川	郑惟桐	先胜	武俊强	四川	53	...	象棋王子	...	1108	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 兵七进一
 卒７进１
9. 车二进六
 炮８平９
11. 车二平三
 炮９退１
13. 炮八平六
 车８进５
15. 马八进七
 车８平３
17. 车九平八
 车１进２
19. 车八进三
 卒３进１
21. 仕四进五
 卒１进１
23. 兵五进一
 炮９平７
25. 车三平二
 马３进２
27. 车八平四
 炮７平５
29. 车二平三
 炮２进１
31. 车三退一
 车３进１
33. 车四进一
 象７进９
35. 车三平六
 炮２平３
37. 相七进九
 卒１进１
39. 车六进三
 炮５进１
41. 车四平三
 马７进８
43. 炮五进四
 士６进５
45. 马三进五
 车３平５
47. 马七进六
 车５平４
49. 车六退三
 马８退７
51. 车三进三
 马２退３
53. 炮六平五"
