比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
11	2014年上海第四届“同峰杯”象棋大赛	4	20140307	浙江	谢尚有	先负	周平荣	江西	61	...	钱宇新	...	552	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 车９平８
7. 车二进六
 马２进３
9. 兵五进一
 卒３进１
11. 兵五进一
 士４进５
13. 车二平三
 炮８进２
15. 兵五进一
 马７进５
17. 马三进五
 马５进６
19. 车三平七
 马３退４
21. 炮八进二
 炮２平５
23. 炮八平五
 车１平２
25. 马八进七
 马６进５
27. 相七进五
 车８进２
29. 仕六进五
 车８平６
31. 车九平六
 车６进３
33. 炮五进二
 车６平５
35. 兵七进一
 马４进３
37. 车六进六
 炮８退１
39. 炮五进二
 马３退５
41. 车六平二
 炮５进４
43. 兵七进一
 炮５平６
45. 车二平一
 车２进７
47. 兵七平六
 炮６进２
49. 马七退六
 车２退１
51. 兵六进一
 车２平４
53. 车一平二
 炮６退５
55. 兵六进一
 车４退４
57. 车七平九
 炮６进３
59. 车二平五
 车５退２
61. 车九平五"
12	2014年广东顺德龙江第三届东信石材竹园居杯象棋公开赛	1	20140214	顺天之德地产	黎德志	先负	苗永鹏	品玥古玩翡翠	48	...	藍小朋友	...	808	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 炮８进２
7. 马八进七
 马２进３
9. 兵七进一
 炮２退１
11. 车二进一
 卒３进１
13. 兵七进一
 炮８平３
15. 马七进六
 象３进５
17. 炮八平七
 马３进４
19. 车九平八
 炮２平４
21. 车二进三
 士４进５
23. 炮七平六
 炮３进１
25. 车二退三
 炮４进４
27. 炮六进三
 炮３退５
29. 车八进四
 炮４进２
31. 马三退五
 炮３平４
33. 兵三进一
 卒７进１
35. 车八平三
 车９进２
37. 马五进七
 车１平３
39. 车二平八
 车９平８
41. 仕四进五
 前炮退１
43. 马七进八
 前炮平９
45. 炮五平三
 马７进６
47. 车三平四
 马６进８"
13	2013年“孚日家纺杯”全国象棋女子甲级联赛	12	20140108	北京中加实业队	刘欢	先负	陈幸琳	广东碧桂园队	42	中炮过河车七路马对屏风马	中国象棋协会	...	2186	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 卒３进１
9. 马八进七
 马２进３
11. 车九进一
 士４进５
13. 车九平六
 马７进６
15. 兵五进一
 卒７进１
17. 车二平四
 马６进７
19. 马三进五
 炮２进３
21. 车四平二
 卒７平６
23. 兵七进一
 炮２平５
25. 炮五进二
 马７退５
27. 马七退五
 车１平２
29. 炮八平二
 车２进６
31. 炮二进五
 车２平５
33. 炮二平五
 象３进５
35. 车二进三
 车５平８
37. 马五进六
 车８退６
39. 兵七进一
 象５进３
41. 马六进四
 车８进５"
14	2014“山水龙城杯”第十四届惠州迎春象棋快棋赛	7	20140101	惠州	黄汉敬	先负	林进春	东莞	68	中炮过河车对屏风马	小猴子	...	1236	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 炮８进２
7. 马八进七
 马２进３
9. 车九进一
 炮２退１
11. 车二进四
 象３进５
13. 车九平六
 炮２平７
15. 车二平四
 马７进６
17. 车六平二
 炮７平６
19. 车四平八
 车９平８
21. 炮五平四
 马６进７
23. 炮四进五
 车１进２
25. 车二进二
 炮６平７
27. 马七退五
 车８进３
29. 炮八平六
 士６进５
31. 炮四退五
 车８平６
33. 炮四进一
 卒３进１
35. 炮六平四
 车６平８
37. 后炮退一
 马３进４
39. 车八平六
 车１平４
41. 后炮平二
 马７退６
43. 车六退二
 卒７进１
45. 炮二平三
 卒７平８
47. 马三进二
 炮８进２
49. 马二进四
 车８进１
51. 马四退三
 车８退３
53. 炮三进七
 炮８平６
55. 马五进四
 车８平７
57. 马三进四
 马４进５
59. 车六进五
 士５进４
61. 前马退五
 车７进５
63. 马五进四
 车７平６
65. 马四进三
 卒９进１
67. 相三进五
 卒５进１"
15	2013年江苏徐州首届象棋公开赛	11	20140101	徐州	张泽海	先负	苗永鹏	徐州	70	...	wwemail	...	3420	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 炮８进２
7. 兵七进一
 马２进３
9. 马八进七
 炮２退１
11. 车二进一
 卒３进１
13. 兵七进一
 炮８平３
15. 马七进六
 象３进５
17. 炮八平七
 炮３平４
19. 炮七进四
 炮２平４
21. 马六进八
 前炮平３
23. 车二平六
 炮４平７
25. 车九平八
 士４进５
27. 炮五平八
 车９平８
29. 车六进三
 车８进６
31. 相七进五
 卒５进１
33. 车六进二
 马７进６
35. 车六平三
 炮７进１
37. 仕六进五
 炮７平６
39. 车八平六
 车８平７
41. 车六进八
 卒７进１
43. 马八进七
 炮６平３
45. 炮七平五
 卒７平８
47. 车三平四
 车１平４
49. 车六平九
 后炮平４
51. 车九平七
 炮４进１
53. 炮五平九
 炮４退１
55. 炮九平五
 炮４进１
57. 车四进二
 马６退７
59. 车四平三
 卒８进１
61. 炮八平六
 炮３平４
63. 炮五进二
 士６进５
65. 炮六平八
 后炮退２
67. 炮八进七
 车４平２
69. 车七平六
 炮４退２"
16	2013年江苏省第6届韩信杯象棋苏北名人赛暨欧蓓莎杯年终总决赛	3	20131228	欧蓓莎	孙柏年	先负	汪建平	韩信连云港	84	中炮过河车七路马对屏风马	钱宇新	打虎将	249	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 马八进七
 士４进５
11. 炮八平九
 车１平２
13. 车九平八
 炮８平９
15. 车二平三
 炮９退１
17. 车八进六
 炮９平７
19. 车三平四
 象３进５
21. 兵五进一
 炮２退１
23. 车八平七
 马３退１
25. 炮九进四
 马７进８
27. 车四平三
 马８进７
29. 马七进五
 车８进８
31. 炮九平五
 车２平４
33. 兵五进一
 车８平３
35. 后炮平八
 车３进１
37. 马五进六
 炮２进３
39. 炮八平六
 炮２进５
41. 帅五进一
 车３退１
43. 炮六退一
 炮２退５
45. 车三进二
 炮２平５
47. 车七进二
 马１进３
49. 车七退一
 车４进４
51. 车七进二
 车４退４
53. 车七平六
 将５平４
55. 炮五平六
 将４平５
57. 前炮平五
 将５平４
59. 炮五平六
 将４平５
61. 前炮平五
 将５平４
63. 炮五平六
 将４平５
65. 车三退二
 马７退５
67. 相三进五
 马５进３
69. 帅五平四
 车３平４
71. 仕四进五
 车４退３
73. 车三平四
 将５平４
75. 炮六平五
 炮５平３
77. 车四退三
 马３进５
79. 车四平五
 炮３进４
81. 帅四进一
 炮３退１
83. 帅四退一
 炮３平７"
17	2013年苏浙皖三省第五届城市象棋比赛	10	20131124	宣城个人	张贵喜	先负	李祖高	温州队	84	...	钱宇新	...	224	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 兵五进一
 士４进５
11. 马八进七
 卒３进１
13. 马七进五
 炮２进１
15. 车二退二
 炮８进２
17. 炮八平七
 象３进５
19. 车九平八
 马３进２
21. 车八进五
 卒７进１
23. 车二进一
 车８进４
25. 车八进一
 卒７进１
27. 兵五进一
 卒５进１
29. 车八平三
 车８平７
31. 车三退一
 象５进７
33. 炮五进三
 后象进５
35. 马三退五
 车１平４
37. 炮七平二
 车４进５
39. 后马进七
 车４平８
41. 炮二平五
 卒７平６
43. 马五进六
 车８平４
45. 马六进七
 车４平５
47. 前炮平六
 卒３进１
49. 仕六进五
 卒３进１
51. 后马退八
 车５平２
53. 马八进九
 车２平３
55. 马七退九
 卒３平２
57. 兵九进一
 卒２平１
59. 后马退八
 车３进４
61. 仕五退六
 卒６平５
63. 炮五平三
 马７进５
65. 炮六进一
 马５进６
67. 炮三进二
 车３平２
69. 炮六平二
 士５进４
71. 马九退八
 马６进５
73. 炮三平五
 士６进５
75. 炮五退二
 车２退４
77. 炮五平一
 车２平８
79. 炮二平三
 车８进１
81. 炮三平九
 卒１平２
83. 炮一进四
 车８退３"
18	2013年“孚日家纺杯”全国象棋女子甲级联赛	7	20131203	江苏棋院天一队	张国凤	先负	左文静	湖北武汉光谷地产队	124	...	中国象棋协会	...	470	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 卒３进１
9. 马八进七
 马２进３
11. 车九进一
 士４进５
13. 车九平六
 马７进６
15. 兵五进一
 卒７进１
17. 车二平四
 马６进７
19. 马三进五
 炮２进３
21. 车四平二
 卒７平６
23. 兵七进一
 炮２平５
25. 兵七进一
 车１平２
27. 仕六进五
 卒６进１
29. 马五进七
 炮８平７
31. 车二平三
 车８进４
33. 车六进三
 炮７平５
35. 兵七进一
 车８平３
37. 兵七进一
 马７退６
39. 车三退一
 马６进４
41. 车三平七
 马４进３
43. 车七进一
 马３退４
45. 马七进八
 马４退３
47. 炮八进七
 象３进１
49. 帅五平六
 前炮平４
51. 炮八平九
 炮４退４
53. 帅六平五
 炮５进５
55. 相三进五
 士５进６
57. 炮九退三
 马３进４
59. 马八进七
 马４进２
61. 马七退九
 炮４平９
63. 马九进七
 炮９平４
65. 炮九平一
 将５平４
67. 炮一平二
 炮４进５
69. 仕五进六
 马２进３
71. 帅五进一
 炮４平２
73. 帅五平六
 卒６进１
75. 炮二退二
 卒６平５
77. 炮二平六
 炮２进２
79. 帅六退一
 炮２进１
81. 相七进九
 将４进１
83. 仕六退五
 马３退１
85. 兵七平八
 马１退３
87. 马七退六
 马３退４
89. 兵九进一
 后士进５
91. 兵九进一
 士５进４
93. 兵八平七
 将４平５
95. 兵七平六
 炮２退３
97. 兵九平八
 炮２平４
99. 兵八平七
 马４进６
101. 兵六平五
 将５进１
103. 炮六平五
 将５平４
105. 炮五平六
 将４平５
107. 炮六平五
 将５平４
109. 炮五平六
 将４平５
111. 兵七进一
 士６退５
113. 马六退五
 马６进８
115. 帅六进一
 马８进７
117. 马五进三
 后卒进１
119. 炮六进二
 炮４退２
121. 炮六平三
 后卒进１
123. 炮三平五
 前卒平４"
19	2013年苏浙皖三省第五届城市象棋比赛	2	20131123	苏州市队	王金荣	先负	邱福元	镇江个人	74	中炮过河车左边马对屏风马	钱宇新?sxvq	...	1068	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 车９平８
7. 车二进六
 马２进３
9. 马八进九
 炮８平９
11. 车二平三
 炮９退１
13. 炮八平七
 士４进５
15. 车九平八
 车１平２
17. 车八进六
 炮９平７
19. 车三平四
 象３进５
21. 兵九进一
 马７进８
23. 车四平三
 炮７进１
25. 车八平七
 炮２进５
27. 车七退二
 炮２平５
29. 相三进五
 炮７平６
31. 兵三进一
 车２进７
33. 马三退五
 马８进７
35. 车七平八
 车２平１
37. 车三平四
 车１进１
39. 车四退三
 车１平４
41. 马五退三
 卒７进１
43. 车八平三
 马７进８
45. 仕四进五
 炮６平９
47. 马三进二
 马３进４
49. 兵五进一
 象５退３
51. 车三进三
 车４退３
53. 车四退二
 马４进２
55. 炮七平八
 车８进６
57. 车四平二
 炮９平８
59. 兵七进一
 马２进３
61. 相五退三
 车８平５
63. 相三进五
 炮８进６
65. 炮八进七
 象３进５
67. 马二进三
 车５平４
69. 帅五平四
 前车平６
71. 帅四平五
 炮８进１
73. 马三进二
 炮８平４"
20	2013年石狮·爱乐杯全国象棋个人赛女子组	3	20131106	宁波队	赵雅倩	先负	左文静	湖北三环象棋队	62	中炮过河车七路马对屏风马	中国象棋协会	...	577	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 卒３进１
9. 炮八平六
 马２进３
11. 马八进九
 炮２进１
13. 车二退二
 炮８平９
15. 车二平八
 车１平２
17. 兵七进一
 车８进５
19. 兵五进一
 卒３进１
21. 车八平七
 炮２退２
23. 车九平八
 炮２平５
25. 车八进九
 马３退２
27. 马九进七
 马２进３
29. 炮六进五
 马７进６
31. 炮六进一
 马３进４
33. 车七进五
 马４进３
35. 车七退六
 炮５进４
37. 仕六进五
 车８退４
39. 炮六退六
 车８平４
41. 炮六平八
 炮９平７
43. 马三进五
 马６进７
45. 炮八进七
 将５进１
47. 车七进四
 象７进５
49. 车七退五
 马７退６
51. 相三进一
 马６进５
53. 车七进一
 马５退７
55. 相一进三
 炮７进３
57. 车七平三
 车４进５
59. 车三退一
 将５平４
61. 炮八退九
 车４平２"
