比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	3	20140510	南京	胡建安	先负	马鸣祥	北京	92	五六炮过河车对屏风马	钱宇新	-	69	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 炮八平六
 炮８平９
11. 车二平三
 炮９退１
13. 马八进七
 炮９平７
15. 车三平四
 炮７平２
17. 兵五进一
 象３进５
19. 兵五进一
 士４进５
21. 马三进五
 前炮进１
23. 马五进六
 卒３进１
25. 车四退二
 马３进４
27. 兵五平六
 车８进６
29. 兵六进一
 车８平７
31. 兵六平七
 车７平４
33. 仕六进五
 前炮进１
35. 前兵进一
 后炮进２
37. 后兵进一
 车４平３
39. 后兵进一
 车３退２
41. 马七进六
 车３退２
43. 炮五平三
 马７进８
45. 相七进五
 车１平３
47. 马六进五
 前车进４
49. 车四进一
 前车退３
51. 马五退六
 前车进１
53. 车四进一
 后车平２
55. 车四平一
 卒７进１
57. 相五进三
 车３进１
59. 车一平六
 前炮平５
61. 前相退五
 炮２进６
63. 炮六平七
 炮５平１
65. 炮七平九
 车３进４
67. 仕五退六
 车３退１
69. 仕六进五
 炮１平５
71. 马六退四
 马８进６
73. 炮九平八
 车３进１
75. 车六退六
 马６进４
77. 炮八平六
 车３平４
79. 帅五平六
 炮５平１
81. 炮六平九
 炮１平４
83. 马四退六
 马４进２
85. 马六退八
 马２退４
87. 马八进六
 炮２退６
89. 车九进一
 炮２平４
91. 相五进三
 马４进６"
2	2014年重庆忠县首届“体彩杯”象棋公开赛	8	20140501	四川3	武俊强	先负	赵攀伟	四川4	130	...	组委会	打虎将	189	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 炮八平六
 卒３进１
11. 马八进九
 炮８退１
13. 车九平八
 车１进２
15. 车八进六
 炮８平２
17. 车二进三
 后炮进２
19. 车二退五
 象３进５
21. 车二平六
 士４进５
23. 车六进二
 前炮进５
25. 兵七进一
 卒３进１
27. 车六平七
 后炮进２
29. 炮六平七
 马３退４
31. 车七退二
 前炮平７
33. 兵五进一
 车１平４
35. 车七退一
 炮７平８
37. 仕四进五
 车４进３
39. 炮五平六
 车４平５
41. 炮六进六
 车５平４
43. 炮六平九
 炮２平１
45. 炮九平七
 马４进２
47. 相三进五
 炮８退５
49. 马九退七
 炮１平５
51. 后炮平八
 马２进３
53. 车七平六
 炮８平７
55. 炮七退一
 车４退３
57. 炮七进一
 车４进４
59. 马七进六
 炮７进３
61. 马六进五
 马３进５
63. 炮八平九
 马５进４
65. 炮九进四
 炮７平１
67. 炮七退一
 士５进４
69. 兵一进一
 卒５进１
71. 炮七退四
 卒５进１
73. 马三进二
 炮１退１
75. 马二退一
 卒５平６
77. 仕五进六
 炮１平９
79. 后仕进五
 马４退３
81. 炮九退三
 马３进２
83. 炮七平三
 马７进８
85. 炮三退二
 马８进９
87. 马一进三
 炮９退１
89. 炮三平四
 象７进９
91. 帅五平六
 象５退７
93. 仕五进四
 卒７进１
95. 相五进三
 马９退８
97. 马三退五
 马２进４
99. 炮四平五
 卒６平５
101. 帅六进一
 马４退３
103. 马五进七
 将５平４
105. 炮九平八
 卒５平４
107. 马七退五
 卒４进１
109. 帅六退一
 卒４平５
111. 马五退七
 马８进６
113. 相七进五
 炮９平３
115. 马七进九
 卒５平４
117. 炮五平六
 炮３平６
119. 仕四退五
 将４平５
121. 马九进八
 马３进２
123. 炮六进六
 炮６平５
125. 炮八平九
 炮５进４
127. 炮九进三
 炮５平２
129. 马八进七
 炮２进１"
3	2014年朱宝位杯全国象棋团体赛男子组	8	20140425	江苏棋院队	徐超	先负	申鹏	河北金环钢构队	78	...	象棋王子	...	1672	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 炮八平六
 卒３进１
11. 马八进九
 炮２进１
13. 车二退二
 炮８平９
15. 车二进五
 马７退８
17. 车九平八
 车１平２
19. 车八进四
 象３进５
21. 兵三进一
 卒７进１
23. 车八平三
 士４进５
25. 兵九进一
 炮９平６
27. 仕四进五
 车２平４
29. 炮五平四
 马８进９
31. 相三进五
 卒５进１
33. 马九进八
 车４进３
35. 兵七进一
 卒３进１
37. 车三平七
 马９进７
39. 炮六平七
 马３进２
41. 炮七平八
 炮６进２
43. 炮四退一
 炮２进２
45. 车七平八
 车４进２
47. 车八退一
 马２退４
49. 炮八平九
 马４进２
51. 炮九平八
 马２退４
53. 炮八平九
 马４进２
55. 炮九平八
 马２退４
57. 车八进六
 士５退４
59. 炮四进八
 将５平６
61. 车八平六
 将６进１
63. 车六平三
 马７进６
65. 车三退五
 卒５进１
67. 兵五进一
 马６进７
69. 炮八平三
 马４进５
71. 炮三平二
 象５进７
73. 车三退三
 将６平５
75. 炮二进二
 马５退４
77. 相五进三
 炮６平５"
4	2013年石狮·爱乐杯全国象棋个人赛男子甲组	5	20131110	山东中国重汽象棋队	才溢	先负	王瑞祥	河北金环钢构象棋队	82	五六炮左边马对屏风马	组委会	...	2977	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵三进一
 卒３进１
7. 车一平二
 马２进３
9. 马八进九
 卒１进１
11. 车九进一
 卒１进１
13. 兵九进一
 车１进５
15. 炮八平七
 炮８进２
17. 车二进四
 象７进５
19. 车九平四
 炮２平１
21. 炮七退一
 车１平４
23. 车四进七
 士４进５
25. 仕四进五
 马３进４
27. 炮五平八
 炮１平２
29. 相三进五
 卒７进１
31. 兵三进一
 车４平８
33. 马三进二
 象５进７
35. 炮八进一
 象７退５
37. 炮八平九
 象３进１
39. 车四退五
 炮２进４
41. 马二退三
 炮８进３
43. 炮七平九
 炮８平９
45. 马九退七
 炮２进１
47. 相五退三
 炮９进２
49. 仕五退四
 车８进７
51. 前炮退一
 马４进３
53. 马七进八
 车８进１
55. 后炮进六
 车８平４
57. 前炮平七
 将５平４
59. 炮七退四
 车４进１
61. 帅五进一
 车４退１
63. 帅五进一
 卒３进１
65. 兵五进一
 卒３进１
67. 车四平七
 车４退１
69. 帅五退一
 炮２平７
71. 炮九进七
 车４进１
73. 帅五退一
 车４进１
75. 帅五进一
 炮７进１
77. 车七进六
 将４进１
79. 车七退五
 马７进６
81. 兵五进一
 炮９退１"
5	2014年上海第四届“同峰杯”象棋大赛	4	20140307	湖北	陈汉华	先负	刘磊	安徽	90	五六炮对屏风马	钱宇新	...	648	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 炮八平六
 车１平２
9. 马八进七
 卒３进１
11. 车九平八
 炮２进４
13. 车二进六
 士６进５
15. 车二平三
 马７退６
17. 车三退二
 炮８平７
19. 兵七进一
 车８进４
21. 兵七进一
 车８平３
23. 马七进六
 炮２平７
25. 车八进九
 前炮进３
27. 仕四进五
 前炮退４
29. 马六进五
 马３进５
31. 炮五进四
 象７进５
33. 相七进五
 前炮进１
35. 兵五进一
 后炮进５
37. 炮六平三
 车３进２
39. 兵九进一
 炮７平８
41. 炮三进七
 马６进７
43. 炮五退一
 炮８退３
45. 炮三平一
 炮８平５
47. 车八退七
 车３平７
49. 炮五平八
 车７平５
51. 相五进三
 车５退１
53. 车八平二
 车５平７
55. 仕五进四
 士５进４
57. 炮八平二
 车７平５
59. 帅五平四
 炮５平６
61. 仕四退五
 车５平６
63. 帅四平五
 炮６平８
65. 炮二平八
 炮８平５
67. 仕五进四
 车６平５
69. 帅五平四
 炮５平６
71. 仕四退五
 马７进６
73. 帅四平五
 炮６平５
75. 帅五平四
 车５平７
77. 炮八退三
 车７进４
79. 帅四进一
 马６进７
81. 炮八平三
 炮５平７
83. 仕五进四
 车７退２
85. 车二进七
 将５进１
87. 帅四平五
 车７进１
89. 帅五退一
 马７退５"
6	2013年苏浙皖三省第五届城市象棋比赛	5	20131123	安徽蚌埠队	赵陈	先负	吴兆华	盐城队	134	五六炮过河车对屏风马	钱宇新	...	312	"1. 炮二平五 *
 马８进７
3. 马二进三
 卒７进１
5. 车一平二
 车９平８
7. 车二进六
 马２进３
9. 炮八平六
 卒３进１
11. 马八进九
 炮８退１
13. 车九平八
 车１进２
15. 炮六进六
 炮８平５
17. 车二进三
 马７退８
19. 车八进四
 马８进７
21. 兵七进一
 卒３进１
23. 炮五平七
 炮５平９
25. 车八平七
 马３进４
27. 车七平六
 马４退６
29. 相三进五
 炮２进６
31. 车六平七
 士４进５
33. 炮六平一
 马７退９
35. 车七进五
 士５退４
37. 车七平八
 车１平３
39. 炮七进二
 炮２平７
41. 车八退三
 马９进７
43. 炮七进二
 马６进８
45. 马九进七
 炮７退２
47. 马七进六
 车３平４
49. 炮七进三
 士４进５
51. 炮七平九
 车４进２
53. 车八进三
 车４退４
55. 兵五进一
 象７进５
57. 兵九进一
 马７进６
59. 炮九平六
 士５退４
61. 车八退三
 马６退７
63. 车八平九
 炮７平６
65. 马三进四
 卒７进１
67. 马四进三
 象５退７
69. 车九退一
 马８进９
71. 车九平四
 卒７进１
73. 仕六进五
 炮６平５
75. 兵九进一
 士４进５
77. 兵九平八
 炮５平１
79. 车四平三
 卒７平６
81. 兵八进一
 炮１退４
83. 兵八平七
 卒６平５
85. 车三平九
 炮１平５
87. 车九进四
 士５退４
89. 车九退二
 马９退８
91. 车九退二
 马８退９
93. 车九平三
 马９退８
95. 车三退一
 炮５退１
97. 马三退二
 卒９进１
99. 兵七进一
 卒９进１
101. 马二退三
 炮５平７
103. 车三平四
 炮７进６
105. 车四平三
 炮７平８
107. 车三退一
 炮８退５
109. 兵七进一
 炮８平９
111. 车三平五
 马７进９
113. 车五平三
 马８进７
115. 兵七平六
 士６进５
117. 兵六进一
 士５退４
119. 车三进三
 炮９退１
121. 帅五平六
 炮９平４
123. 帅六平五
 士４进５
125. 相七进九
 象７进５
127. 相九退七
 炮４进２
129. 车三退三
 马９进７
131. 车三平六
 炮４退１
133. 车六进一
 前马进６"
7	2013年“孚日家纺杯”全国象棋女子甲级联赛	3	20131129	安徽省棋院队	赵冬	先负	时凤兰	山东宏远队	64	...	中国象棋协会	...	2768	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 炮八平六
 马７进６
11. 马八进七
 车１进１
13. 车九平八
 车８进１
15. 兵七进一
 卒７进１
17. 车二平四
 马６进７
19. 炮五平四
 车１平４
21. 仕六进五
 炮８平５
23. 兵七进一
 卒３进１
25. 车八进四
 炮２平１
27. 马七进六
 车４平２
29. 车八进四
 车８平２
31. 炮六平七
 马３进４
33. 车四退一
 卒３进１
35. 炮七进七
 士４进５
37. 车四平六
 卒３平４
39. 炮七平九
 卒４平５
41. 车六平七
 士５进６
43. 车七进四
 将５进１
45. 车七退二
 炮１退１
47. 炮九平三
 炮１进５
49. 炮四进七
 前卒进１
51. 炮三退一
 炮１进３
53. 仕五退六
 车２进８
55. 马三退五
 前卒平４
57. 相三进五
 马７退５
59. 车七进一
 将５退１
61. 车七进一
 将５进１
63. 车七退一
 将５退１"
8	2013年石狮·爱乐杯全国象棋个人赛男子甲组	6	20131111	上海金外滩象棋队	孙勇征	先负	陆伟韬	河北金环钢构象棋队	142	五六炮左边马对屏风马	中国象棋协会	...	3815	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 马２进３
7. 马八进九
 卒７进１
9. 炮八平六
 车１平２
11. 车九平八
 炮２进４
13. 车二进四
 士４进５
15. 兵九进一
 炮２退２
17. 车八进四
 马７进８
19. 车二平七
 象７进５
21. 车七进二
 炮２平３
23. 车八进五
 炮３进５
25. 仕六进五
 炮３退６
27. 车八退三
 炮３进１
29. 炮五进四
 马３进５
31. 车八平五
 炮８平６
33. 炮六平八
 炮３平２
35. 车五平八
 炮２平４
37. 车八平六
 炮４平２
39. 车六平八
 炮２平４
41. 车八平六
 炮４平２
43. 车六平八
 炮２平４
45. 兵五进一
 马８进７
47. 兵五进一
 炮４退４
49. 马三进五
 炮６进３
51. 马九进八
 炮６平５
53. 马八进六
 车８进７
55. 炮八平五
 炮５进２
57. 相三进五
 马７进５
59. 车八平六
 车８退１
61. 仕五进六
 马５进７
63. 帅五平六
 炮４进４
65. 马五进六
 车８平４
67. 仕四进五
 马７退６
69. 兵五进一
 马６进５
71. 马六进四
 马５退３
73. 帅六进一
 车４平６
75. 仕六退五
 马３退５
77. 帅六退一
 车６退２
79. 马四进三
 车６退３
81. 马三退二
 马５退６
83. 车六退一
 马６退７
85. 车六进一
 马７退９
87. 马二进一
 车６平９
89. 车六平九
 车９进１
91. 兵七进一
 车９平８
93. 兵九进一
 车８进３
95. 兵五进一
 车８平３
97. 兵五进一
 士６进５
99. 车九平五
 车３进４
101. 帅六进一
 车３退５
103. 兵九进一
 车３平４
105. 仕五进六
 将５平４
107. 帅六平五
 车４进３
109. 车五进二
 车４进１
111. 帅五退一
 车４退３
113. 车五进一
 将４进１
115. 车五退一
 将４退１
117. 车五进一
 将４进１
119. 车五退一
 将４退１
121. 兵九平八
 卒７进１
123. 车五进一
 将４进１
125. 车五退一
 将４退１
127. 车五进一
 将４进１
129. 车五退一
 将４退１
131. 兵八平七
 卒７平６
133. 车五平一
 车４平５
135. 帅五平四
 将４平５
137. 车一进一
 将５进１
139. 车一退一
 将５退１
141. 车一退二
 车５进１"
9	2013年石狮·爱乐杯全国象棋个人赛男子甲组	6	20131111	内蒙古自治区	宿少峰	先负	赵鑫鑫	浙江波尔轴承象棋队	82	...	中国象棋协会	...	3170	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵三进一
 卒３进１
7. 车一平二
 马２进３
9. 马八进九
 卒１进１
11. 炮八平六
 炮８进２
13. 车二进四
 象７进５
15. 炮六进四
 炮２进５
17. 炮六平三
 马３进４
19. 车九进一
 车１平２
21. 车九平六
 马４进３
23. 车六进一
 炮８平５
25. 车二进五
 马７退８
27. 仕四进五
 马３进２
29. 车六进四
 炮５进３
31. 相三进五
 马８进６
33. 炮三进三
 士６进５
35. 马三进四
 炮２平３
37. 炮三平一
 车２进５
39. 车六退五
 车２平６
41. 车六平八
 车６进１
43. 车八平六
 马６进８
45. 炮一退一
 车６平５
47. 车六进一
 炮３退１
49. 马九进七
 车５平３
51. 车六进三
 马８退７
53. 炮一进一
 马７进６
55. 车六平二
 士５进４
57. 仕五进四
 车３平１
59. 仕六进五
 车１平６
61. 车二进四
 将５进１
63. 车二平六
 马６进５
65. 车六退二
 车６平４
67. 车六平八
 车４平８
69. 车八进一
 将５退１
71. 车八平四
 马５进４
73. 车四退二
 车８进３
75. 仕五退四
 马４进３
77. 帅五平六
 车８平６
79. 帅六进一
 车６平５
81. 车四退三
 马３进１"
10	2013年浙江省“永力杯”一级棋士象棋公开赛	10	20131003	宁波	李鼎一	先负	孙伟吉	北京	118	五六炮过河车对屏风马	钱宇新	...	517	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 卒７进１
7. 车二进六
 马２进３
9. 炮八平六
 卒３进１
11. 马八进九
 炮２进１
13. 车二退二
 炮８平９
15. 车二平八
 车１平２
17. 兵七进一
 卒３进１
19. 车八平七
 炮２退２
21. 车九平八
 炮２平３
23. 车八进九
 炮３进４
25. 车八退三
 炮３平６
27. 炮六平七
 象７进５
29. 车八平七
 马３退５
31. 马九进七
 马５退７
33. 炮五进四
 前马进５
35. 车七平五
 士６进５
37. 马七进六
 炮６退３
39. 车五平一
 炮９平７
41. 车一平三
 车８进２
43. 相七进五
 炮６退１
45. 马六进八
 马７进６
47. 兵五进一
 炮６平７
49. 车三平一
 车８进４
51. 炮七进四
 车８平７
53. 车一进三
 马６退７
55. 车一退二
 前炮进１
57. 马八退七
 后炮平８
59. 车一平三
 炮７平６
61. 炮七平五
 将５平６
63. 马三进五
 车７平６
65. 仕六进五
 炮８进８
67. 帅五平六
 炮６进２
69. 车三退一
 炮６平７
71. 车三平二
 炮８退３
73. 兵五进一
 炮８平５
75. 马七退五
 马７进６
77. 车二进三
 将６进１
79. 马五进七
 炮７平４
81. 兵五平六
 卒７进１
83. 炮五平八
 马６进７
85. 炮八进二
 士５进６
87. 炮八平九
 车６平２
89. 帅六平五
 马７进５
91. 相五退七
 车２进３
93. 相三进五
 炮４进３
95. 炮九平七
 炮４平１
97. 车二退七
 炮１退１
99. 车二进六
 将６退１
101. 车二进一
 将６进１
103. 马七退六
 炮１平５
105. 帅五平六
 马５进３
107. 兵六进一
 炮５平７
109. 车二退九
 将６退１
111. 兵六进一
 车２退７
113. 兵六进一
 车２平４
115. 帅六平五
 车４退１
117. 炮七退二
 车４进２"
