比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2014年第二届文园杯象棋个人赛(广州)	1	20140510	湖北	彭章兵	先胜	陈雅文	广东	61	中炮过河炮对左三步虎	求棋	打虎将	968	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵三进一
 炮８平９
7. 马八进七
 卒３进１
9. 车一进一
 马２进３
11. 炮八进四
 车８进４
13. 炮八平三
 象７进５
15. 车九进一
 车１进１
17. 车九平八
 炮２平１
19. 车一平六
 马３进４
21. 车八进六
 士６进５
23. 车六进三
 马７退８
25. 车八退三
 炮１平４
27. 兵三进一
 车８平７
29. 车六平三
 车７平６
31. 炮三进二
 车１进１
33. 炮三平二
 炮９平７
35. 马三进二
 象５进７
37. 车三退一
 炮７进４
39. 马二进四
 炮７平３
41. 炮五进四
 炮４平５
43. 相七进五
 马８进６
45. 炮五平六
 炮５平８
47. 车八平六
 马４退６
49. 炮六平一
 炮８进２
51. 马四进六
 车１平９
53. 炮一退二
 车９退１
55. 车六平四
 前马退４
57. 炮一平二
 炮３平９
59. 车四退一
 炮９进３
61. 马七进六"
2	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	6	20140502	马鞍山	郝春阳	先胜	许明龙	台湾	45	中炮右横车对左三步虎	钱宇新	...	131	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵七进一
 卒７进１
7. 马八进七
 炮２平５
9. 车九平八
 马２进３
11. 炮八平九
 车１进１
13. 车八进五
 象７进９
15. 车八进一
 炮８进１
17. 车一平二
 车１平４
19. 仕四进五
 车４进５
21. 马七进八
 车４平３
23. 车八进二
 卒３进１
25. 兵七进一
 车３退２
27. 炮九平七
 马３退５
29. 车二进四
 卒７进１
31. 车二平三
 炮８进６
33. 仕五退四
 炮８平９
35. 车八平六
 马７进６
37. 炮五进四
 车８进２
39. 炮七平六
 象３进１
41. 马八进六
 车３退４
43. 马六进八
 车３进２
45. 车三平六"
3	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	5	20140502	北京	蒋皓	先胜	马宏伟	扬州	97	中炮过河炮对左三步虎	钱宇新	...	106	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵三进一
 马２进３
7. 车一平二
 卒３进１
9. 马八进九
 卒１进１
11. 炮八平七
 马３进２
13. 车九进一
 象３进５
15. 车二进六
 车１进３
17. 车九平六
 炮８平９
19. 车二平三
 车８进６
21. 车六进六
 炮２平３
23. 炮五平六
 士４进５
25. 车六退三
 炮９退１
27. 车六平八
 马２退１
29. 相三进五
 炮９进５
31. 马三进一
 车８平９
33. 兵三进一
 车９平７
35. 车八平三
 车７退１
37. 相五进三
 车１平４
39. 炮六平三
 车４进３
41. 相三退五
 车４平５
43. 兵三平二
 马７退８
45. 炮七退一
 炮３进１
47. 炮七平三
 将５平４
49. 车三退二
 车５平４
51. 仕四进五
 车４退２
53. 兵九进一
 卒３进１
55. 车三平七
 车４平８
57. 马九进八
 炮３平４
59. 车七进三
 马１进２
61. 后炮进八
 象５退７
63. 车七进二
 将４进１
65. 兵九进一
 炮４平２
67. 马八退六
 马２进４
69. 车七退五
 马４进６
71. 车七进四
 将４退１
73. 车七进一
 将４进１
75. 马六进七
 马６进７
77. 帅五平四
 车８平６
79. 炮三平四
 车６退２
81. 兵九平八
 炮２平４
83. 兵八进一
 炮４退１
85. 马七进八
 炮４平３
87. 兵八平七
 车６平８
89. 前兵进一
 车８进７
91. 帅四进一
 士５进６
93. 车七退一
 将４退１
95. 前兵平六
 象７进５
97. 兵六进一"
4	2013年石狮·爱乐杯全国象棋个人赛男子甲组	8	20131112	浙江波尔轴承象棋队	刘子健	先胜	崔岩	火车头棋牌俱乐部	143	...	组委会	...	1002	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵三进一
 炮８平９
7. 兵七进一
 象３进５
9. 马八进七
 士４进５
11. 炮八平九
 卒３进１
13. 兵七进一
 车８进４
15. 兵七进一
 车８平３
17. 马七进六
 车３进１
19. 车九平八
 马２进４
21. 炮五平六
 车３平４
23. 炮六进六
 车４退４
25. 车八进七
 卒７进１
27. 兵三进一
 马７进６
29. 车八退三
 马６进４
31. 车八平七
 车１平３
33. 车一进一
 车３进３
35. 车七进二
 马４退３
37. 车一平七
 马３进４
39. 兵三进一
 马４进２
41. 车七进二
 马２退３
43. 车七进一
 车４进５
45. 兵三平四
 炮９进４
47. 兵四平五
 马３退５
49. 炮九平五
 马５进７
51. 马三进一
 马７进８
53. 帅五进一
 车４平１
55. 车七平六
 车１退２
57. 炮五平九
 车１平３
59. 相三进五
 卒９进１
61. 炮九平六
 车３进４
63. 炮六退一
 车３进１
65. 车六平二
 车３平４
67. 马一进二
 卒９进１
69. 车二平一
 马８退７
71. 车一平四
 卒１进１
73. 马二退三
 马７退５
75. 车四进二
 马５进３
77. 车四平六
 车４平６
79. 车六退一
 车６退６
81. 马三进五
 车６平５
83. 马五进六
 马３退４
85. 车六退二
 卒１进１
87. 兵五进一
 卒１平２
89. 帅五退一
 卒２平３
91. 炮六平五
 卒３进１
93. 车六退二
 车５平９
95. 帅五平六
 车９进４
97. 车六进一
 车９进２
99. 炮五退一
 车９退３
101. 兵五进一
 卒３进１
103. 车六退一
 车９平３
105. 兵五进一
 卒３进１
107. 车六进三
 车３平６
109. 相五进七
 车６进３
111. 相七退九
 车６退１
113. 马六退八
 车６平５
115. 兵五平六
 马４退３
117. 马八进九
 马３进２
119. 兵六平七
 士５进６
121. 兵七进一
 马２退１
123. 车六进五
 将５进１
125. 车六退一
 将５退１
127. 车六进一
 将５进１
129. 马九退八
 将５平６
131. 车六退一
 前士退５
133. 炮五平四
 象５进３
135. 马八退七
 车５退２
137. 马七进六
 车５退２
139. 相九进七
 象３退５
141. 马六退七
 车５进４
143. 马七退五"
5	2014年江苏省淮安市第八届白玫杯象棋锦标赛	5	20140322	清河区	韩传明	先胜	孙柏年	洪泽县	43	中炮右横车对左三步虎	钱宇新	...	711	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵七进一
 卒７进１
7. 车一平二
 炮８进４
9. 炮八进二
 象３进５
11. 兵三进一
 卒３进１
13. 兵三进一
 卒３进１
15. 炮八平九
 炮２平１
17. 兵三进一
 马７退５
19. 马三进四
 炮１进３
21. 兵九进一
 车８进５
23. 马四退二
 马２进３
25. 车二进一
 车１平２
27. 兵三平四
 车２进６
29. 马八进七
 车２平３
31. 车九进二
 马３进４
33. 炮五进四
 马４进２
35. 车九平八
 马２进３
37. 相七进五
 马３退５
39. 车二平六
 卒３平４
41. 车六进三
 车８进１
43. 车八进七"
6	2014年广西北流新圩第7届大地杯象棋公开赛	11	20140211	北京市	王天一	先胜	李鸿嘉	广州市	41	...	组委会	...	2545	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵七进一
 卒７进１
7. 马八进七
 炮８平９
9. 马七进六
 马２进３
11. 车一进一
 炮２进４
13. 兵七进一
 炮２平７
15. 兵七进一
 车１平２
17. 炮八进四
 车８进５
19. 兵五进一
 车２进１
21. 车九平八
 车２平４
23. 车八进四
 士６进５
25. 马六进八
 炮７进３
27. 仕四进五
 车８进１
29. 车八退一
 车８平２
31. 炮八退三
 车４进５
33. 炮八平七
 马３退１
35. 车一退一
 炮７平４
37. 仕五退六
 卒７进１
39. 车一平四
 卒７进１
41. 马三退五"
7	2013年江苏省句容茅宝杯十一市象棋邀请赛	3	20131116	杭州市萧山区	张培俊	先胜	朱良葵	温州市苍南队	41	中炮过河炮对左三步虎	钱宇新	...	534	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵三进一
 炮２平５
7. 马八进七
 马２进３
9. 车九平八
 车１进１
11. 兵七进一
 车１平４
13. 车一平二
 炮８进４
15. 炮八进五
 车４进７
17. 仕四进五
 车４平３
19. 马七进六
 车８进４
21. 炮五平七
 象３进１
23. 相三进五
 马７退５
25. 炮八平五
 象７进５
27. 马三进四
 卒３进１
29. 马四进三
 马３进４
31. 兵七进一
 象１进３
33. 车八进六
 马５进７
35. 车八平六
 马４退６
37. 炮七平六
 士６进５
39. 马六进五
 车３退２
41. 马五退四"
8	2013年福建省永定“土楼杯”中国象棋国际团体邀请赛	3	20131029	晋江队	柯善林	先胜	胡小东	南平队	139	中炮右横车对左三步虎	组委会	...	880	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵七进一
 卒７进１
7. 车一平二
 马２进３
9. 车二进六
 马７进６
11. 马八进七
 卒７进１
13. 车二退一
 卒７进１
15. 马三退五
 马６退７
17. 车二平三
 炮８退１
19. 车三退二
 炮８平７
21. 车三平四
 士４进５
23. 炮五平三
 炮２退１
25. 炮三进六
 炮２平７
27. 车四进五
 炮７平８
29. 马七进八
 炮８进３
31. 马五进七
 象３进５
33. 车九进一
 炮８平４
35. 车九平三
 炮４退３
37. 车四退四
 马７进８
39. 车四平二
 马８退９
41. 车二进五
 马９退８
43. 马八进七
 炮４平３
45. 后马进六
 车１平２
47. 炮八平七
 车２进４
49. 相三进五
 卒９进１
51. 车三进三
 炮３进２
53. 马六进七
 马３退４
55. 车三进二
 马４进２
57. 马七进八
 车２退３
59. 车三平五
 车２进５
61. 兵九进一
 车２平１
63. 炮七平八
 车１退１
65. 炮八进七
 马８进９
67. 兵五进一
 车１进１
69. 兵五进一
 车１平２
71. 炮八平九
 车２退２
73. 车五平七
 将５平４
75. 兵五进一
 马９进８
77. 车七平九
 车２平４
79. 仕四进五
 马８进６
81. 车九平八
 马６进８
83. 炮九退七
 将４平５
85. 车八退三
 马８进７
87. 帅五平四
 车４平６
89. 仕五进四
 车６进２
91. 车八退二
 马７退８
93. 仕六进五
 车６平１
95. 车八进八
 士５退４
97. 车八退二
 马８进７
99. 相五退三
 士４进５
101. 兵五进一
 象７进５
103. 车八平五
 车１平３
105. 相七进五
 车３平９
107. 兵七进一
 车９平１
109. 炮九平六
 马７退８
111. 炮六退二
 车１平４
113. 炮六平七
 卒９进１
115. 车五退三
 卒９进１
117. 车五平三
 车４平３
119. 兵七平六
 车３平４
121. 兵六平五
 车４平６
123. 炮七进六
 马８退６
125. 炮七平一
 将５平４
127. 炮一退二
 马６进４
129. 车三平六
 士５进４
131. 车六进三
 将４平５
133. 车六平七
 车６退１
135. 炮一进五
 士６进５
137. 车七进二
 士５退４
139. 兵五进一"
9	2013年第三届“辛集国际皮革城杯”象棋公开赛	6	20131012	浙江	黄竹风	先胜	王新光	山东	49	...	并州魔剑	...	945	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵七进一
 卒７进１
7. 马八进七
 炮２平５
9. 车九平八
 马２进３
11. 炮八平九
 车１进１
13. 车一平二
 炮８进４
15. 仕四进五
 马７进６
17. 车八进五
 马６进７
19. 车八平三
 马７进５
21. 相三进五
 炮５平９
23. 车三进二
 象３进５
25. 马七进六
 车１平８
27. 车三平一
 前车平４
29. 车一退一
 车４进４
31. 车一退二
 车４退４
33. 马三进四
 炮８进２
35. 炮九平七
 车４进４
37. 车一平三
 士４进５
39. 兵一进一
 车８进４
41. 马四退三
 车４退１
43. 兵一进一
 车８退２
45. 兵一进一
 车４平９
47. 炮七退一
 炮８退１
49. 马三进二"
10	2013年广东省顺德区龙江镇沙富重阳杯象棋排位赛	2	20131011	陈涌	张灿棠	先胜	罗文义	轩芝斯	111	...	藍小朋友	...	446	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 兵七进一
 卒７进１
7. 车一平二
 马２进３
9. 马八进七
 车１进１
11. 马七进六
 车１平４
13. 炮八进二
 车４进３
15. 炮五平六
 车４平２
17. 炮八进三
 车２退２
19. 车二进六
 炮８平９
21. 车二平三
 车８进２
23. 相七进五
 士６进５
25. 车九平七
 车２进２
27. 兵七进一
 车２平３
29. 车七进五
 卒３进１
31. 炮六平七
 马３退１
33. 车三退一
 象７进５
35. 车三进一
 卒３进１
37. 相五进七
 马１进２
39. 相三进五
 马２进４
41. 兵三进一
 炮９退１
43. 马六进四
 马７退６
45. 车三平五
 马４进２
47. 炮七平六
 士５进４
49. 车五平八
 车８进２
51. 马四进二
 炮９平６
53. 兵三进一
 象５进７
55. 马二进三
 车８退３
57. 前马退四
 前士退５
59. 车八退二
 车８进５
61. 车八进二
 炮６进１
63. 兵五进一
 马６进７
65. 兵五进一
 车８平７
67. 马四退五
 车７平４
69. 仕四进五
 象７退５
71. 车八平三
 马７退６
73. 兵五进一
 车４退１
75. 马五进六
 炮６进４
77. 车三退二
 车４退１
79. 马三进四
 车４平３
81. 马四进三
 象５退７
83. 炮六平七
 炮６平３
85. 车三退一
 马６进７
87. 车三平七
 士５进４
89. 车七平四
 车３平７
91. 车四进三
 象３进１
93. 马六退五
 车７平５
95. 车四进一
 车５进１
97. 车四平三
 车５退２
99. 车三进二
 将５进１
101. 相五退三
 车５平６
103. 马三退二
 车６进２
105. 马二进一
 车６平３
107. 马一进三
 将５平４
109. 炮七平六
 前士退５
111. 马三退五"
