比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2013年福建省板桥津点杯象棋锦标赛男子组	8	20131202	福州马尾区	杨孝梅	先负	邹进忠	厦门集美区	82	中炮对列炮	中国第一棋迷	打虎将	45	"1. 炮二平五 *
 炮２平５
3. 马二进三
 马８进７
5. 车一平二
 车９平８
7. 车二进六
 炮８平９
9. 车二平三
 车８进２
11. 炮八进二
 马２进３
13. 车九进一
 卒３进１
15. 炮八平三
 车１平２
17. 马八进九
 士６进５
19. 车九平四
 炮５平６
21. 兵七进一
 卒３进１
23. 车四进三
 卒３平４
25. 车四平六
 象７进５
27. 车六进二
 马３进２
29. 车六退一
 炮６退２
31. 兵九进一
 马２退３
33. 车六进一
 炮６平７
35. 车三平一
 马７进６
37. 车六平七
 车２进２
39. 车一退一
 马６进４
41. 车七退二
 炮７平９
43. 车一进二
 车８平９
45. 车七平六
 炮９平７
47. 炮五平七
 车２进５
49. 马九进八
 马３进２
51. 车六平七
 车９平８
53. 炮三进二
 卒５进１
55. 相七进五
 车８进１
57. 炮三退二
 车８平４
59. 兵五进一
 卒５进１
61. 车七平五
 马２进４
63. 炮三平六
 车２退２
65. 炮七进二
 车２进１
67. 仕六进五
 车２平４
69. 炮七退二
 后车进２
71. 车五退一
 前车平５
73. 马三进五
 车４平１
75. 马五进四
 车１平３
77. 炮七平六
 车３进４
79. 仕五退六
 车３退６
81. 兵三进一
 卒１进１"
2	2014年江苏仪征市芍药棋缘佳和杯象棋公开赛	1	20140510	台湾	刘安生	先负	张瑞清	安徽	56	中炮进三兵对左炮封车转列炮	钱宇新	-	88	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 炮８进４
7. 兵三进一
 炮２平５
9. 马八进九
 车１进１
11. 车九平八
 车１平８
13. 炮八平六
 马２进３
15. 仕四进五
 前车进３
17. 车八进六
 卒７进１
19. 兵三进一
 前车平７
21. 车八平七
 马３退５
23. 兵九进一
 炮８退３
25. 车七进二
 炮５平３
27. 马九退七
 炮３进６
29. 车七平六
 马７进８
31. 车二进五
 车７平８
33. 兵五进一
 马５进７
35. 车六平三
 后车进２
37. 炮六进五
 炮８平７
39. 车三平四
 后车退１
41. 车四退一
 士４进５
43. 车四平三
 炮７进６
45. 马三进四
 前车进５
47. 炮六退四
 炮７平４
49. 仕五退四
 前车平６
51. 帅五平四
 车８进８
53. 帅四进一
 炮４退１
55. 帅四进一
 车８平６"
3	2014年四川成都“惠丰杯”街子古镇象棋公开赛	8	20140506	河南	王兴业	先负	刘宗泽	湖北	34	中炮对左三步虎转列炮	一蓑烟雨任平生	打虎将	540	"1. 炮八平五 *
 马２进３
3. 兵七进一
 车１平２
5. 马八进七
 卒７进１
7. 车九平八
 马８进７
9. 马二进一
 卒９进１
11. 炮二平三
 马７进８
13. 车一进一
 象７进５
15. 车一平四
 车９进３
17. 车八进六
 炮２平１
19. 车八平七
 炮１退１
21. 车四进六
 炮８平７
23. 炮五平四
 士４进５
25. 车四退二
 炮１平３
27. 车七平六
 马８进９
29. 炮三退一
 车２进４
31. 马七进六
 炮７进１
33. 车四进一
 马３进４"
4	2013年广东省第2届丘比尔杯青少年象棋精英赛男子乙组	8	20140502	江门	谢锦锋	先负	李洪州	湛江	92	...	组委会	...	259	"1. 炮八平五 *
 马２进３
3. 兵七进一
 车１平２
5. 马八进七
 炮２平１
7. 车九进一
 车２进４
9. 车九平四
 马８进７
11. 马二进一
 卒３进１
13. 车四进三
 炮１退１
15. 炮二平三
 车９平８
17. 车一进一
 炮１平３
19. 车一平六
 象３进５
21. 车六进七
 炮３退１
23. 马七进六
 卒３进１
25. 马六进四
 马７退５
27. 马四进六
 车２平４
29. 炮三进四
 卒３平４
31. 相七进九
 炮８进５
33. 车六平八
 马５进７
35. 车四进四
 士４进５
37. 马六进七
 车４退３
39. 炮五平六
 卒４平５
41. 兵五进一
 炮８平１
43. 兵五进一
 炮１平３
45. 炮三平九
 马３进１
47. 兵五平六
 马１退２
49. 炮六进六
 马２进３
51. 兵六进一
 前炮退６
53. 兵六平七
 后炮进３
55. 车四退四
 车８进４
57. 炮六退六
 前炮进６
59. 仕六进五
 前炮平１
61. 车四平七
 车８平３
63. 车七进一
 象５进３
65. 兵三进一
 象３退５
67. 帅五平六
 马７进６
69. 马一退三
 马６进５
71. 马三进五
 马５进３
73. 帅六平五
 马３进２
75. 仕五退六
 马２退１
77. 帅五进一
 炮１退１
79. 炮六平八
 炮１退２
81. 马五进七
 马１进２
83. 马七进八
 马２退３
85. 帅五退一
 炮１进３
87. 仕六进五
 马３进２
89. 仕五退六
 马２退４
91. 帅五进一
 马４退２"
5	2014年重庆忠县首届“体彩杯”象棋公开赛	8	20140501	忠县白石	胡中华	先负	安娜	湖南2	70	...	组委会	...	76	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一进一
 炮８平９
7. 车一平六
 马２进３
9. 车六进五
 卒７进１
11. 兵七进一
 象３进５
13. 马八进七
 马７进６
15. 炮五进四
 马３进５
17. 车六平五
 士４进５
19. 车五平一
 车１平４
21. 炮八平九
 车４进６
23. 车九平八
 车４平３
25. 车八进二
 卒３进１
27. 炮九进四
 马６进４
29. 马七退五
 车３平１
31. 车一平六
 卒３进１
33. 马五进七
 卒３平２
35. 马七进六
 炮２进５
37. 马六进四
 炮９进２
39. 马四进三
 车８进２
41. 兵一进一
 炮９退２
43. 前马退四
 车８平６
45. 马四退六
 卒２平３
47. 车六平八
 卒３平４
49. 车八进三
 士５退４
51. 炮九进三
 炮２平３
53. 炮九平六
 炮３退７
55. 炮六退一
 将５进１
57. 车八退一
 将５退１
59. 车八平七
 炮３平４
61. 车七退六
 卒４进１
63. 炮六平八
 车１平３
65. 车七平九
 车３进３
67. 仕四进五
 车６进６
69. 兵五进一
 炮４进９"
6	2014年重庆忠县首届“体彩杯”象棋公开赛	1	20140430	忠县白石	胡中华	先负	文兴定	重庆32	34	...	组委会	...	74	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一进一
 炮８平９
7. 车一平六
 车８进４
9. 马八进七
 马２进３
11. 兵七进一
 卒３进１
13. 车六进三
 象３进５
15. 炮八退一
 士４进５
17. 兵九进一
 车８平６
19. 仕六进五
 卒７进１
21. 兵五进一
 车６进２
23. 车九进三
 车６平１
25. 马七进九
 马７进６
27. 车六退一
 车１平４
29. 车六进六
 将５平４
31. 炮八平七
 马３进２
33. 兵七进一
 马２进１"
7	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	9	20140503	北京	蒋皓	先负	苗永鹏	辽宁	62	中炮缓开车对后补列炮	钱宇新	...	296	"1. 炮二平五 *
 马８进７
3. 兵三进一
 炮２平５
5. 马二进三
 马２进３
7. 炮八平六
 车９平８
9. 车一平二
 炮８进４
11. 马八进七
 卒３进１
13. 车九平八
 炮８平７
15. 炮六进五
 车８进９
17. 马三退二
 炮５退１
19. 车八进四
 马３进４
21. 兵七进一
 车１进２
23. 兵七进一
 车１平４
25. 兵七平六
 车４进２
27. 马二进一
 炮７平８
29. 车八平七
 象７进５
31. 炮五平三
 炮８退１
33. 车七进四
 卒７进１
35. 兵一进一
 炮８退４
37. 车七退四
 马７进８
39. 兵三进一
 车４平７
41. 相七进五
 炮５平１
43. 马一进二
 炮８进１
45. 炮三平一
 炮１平８
47. 车七平三
 车７平３
49. 马二退三
 后炮平１
51. 马三进四
 车３平６
53. 马四退六
 炮８平７
55. 炮一进四
 炮１平７
57. 炮一进三
 象５退７
59. 炮一退四
 车６进４
61. 车三平二
 马８进６"
8	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	9	20140503	西安	柳天	先负	张培俊	杭州	74	中炮过河车对后补列炮	钱宇新	...	145	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 炮２平５
7. 车二进六
 炮８平９
9. 车二平三
 车８进２
11. 炮八进二
 马２进３
13. 马八进七
 卒３进１
15. 车九进一
 车１平２
17. 炮八平三
 士６进５
19. 车九平六
 车２进３
21. 炮五平四
 炮５平６
23. 相三进五
 象７进５
25. 车六进三
 炮６退２
27. 仕六进五
 卒９进１
29. 兵七进一
 车２进１
31. 兵七进一
 车２平３
33. 马七进八
 炮６平７
35. 车三平四
 车３平６
37. 车六平四
 车６进１
39. 车四退二
 马７进８
41. 车四进一
 马８进７
43. 车四退二
 车８进２
45. 仕五退六
 马３进２
47. 仕四进五
 卒１进１
49. 马八退七
 卒５进１
51. 炮三进四
 车８退３
53. 炮三退一
 马７退８
55. 马三进二
 马８退７
57. 马二进四
 马７进６
59. 车四进二
 车８进８
61. 炮四退二
 炮７进４
63. 车四平五
 马２进３
65. 车五平九
 炮９进４
67. 车九平四
 炮９进３
69. 车四退三
 炮７平３
71. 马七退九
 马３进４
73. 马九进八
 炮３平７"
9	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	7	20140502	杭州	华东	先负	钟涛	蚌埠	65	...	钱宇新	...	76	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 炮２平５
7. 车二进六
 炮８平９
9. 车二平三
 车８进２
11. 炮八进二
 马２进３
13. 马八进七
 卒３进１
15. 车九进一
 车１平２
17. 炮八平三
 士６进５
19. 车九平六
 车２进６
21. 车六进五
 车２平３
23. 车六平七
 车３进１
25. 车七进一
 车３进２
27. 车七进二
 炮５平２
29. 车七平八
 炮２平４
31. 车八退三
 象７进５
33. 仕四进五
 车３退４
35. 炮三进三
 车８平７
37. 车八平五
 炮４平２
39. 仕五进六
 炮２进７
41. 后仕进五
 车３进４
43. 仕五退六
 车７平６
45. 车五平四
 车６进１
47. 车三平四
 卒３进１
49. 炮五进五
 士５进４
51. 相三进五
 车３退２
53. 后仕进五
 卒３平４
55. 车四平八
 炮２平１
57. 兵三进一
 卒４进１
59. 炮五退三
 卒４平５
61. 帅五平四
 卒５进１
63. 车八平五
 后士进５
65. 车五平七"
10	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	5	20140502	宿迁	许波	先负	华东	杭州	100	...	钱宇新	...	71	"1. 炮二平五 *
 马８进７
3. 马二进三
 车９平８
5. 车一平二
 炮２平５
7. 车二进六
 炮８平９
9. 车二进三
 马７退８
11. 马八进七
 车１进１
13. 车九平八
 车１平４
15. 炮八进六
 马８进７
17. 兵三进一
 炮５平２
19. 兵五进一
 车４平２
21. 车八进六
 士４进５
23. 马七进五
 炮９退１
25. 兵五进一
 卒５进１
27. 马五进四
 象３进５
29. 马四进二
 炮９平６
31. 马二进三
 马２进４
33. 后马进四
 车２退１
35. 炮五平四
 士５进６
37. 马四进六
 象５进３
39. 仕四进五
 炮２平５
41. 车八平九
 炮５退１
43. 马六进七
 车２平３
45. 马七进五
 前士退５
47. 车九退二
 车３进２
49. 车九平四
 士５进６
51. 车四平六
 马４进５
53. 炮四平五
 前士退５
55. 车六平四
 将５平４
57. 车四进二
 卒５进１
59. 炮五平二
 车３平４
61. 兵三进一
 卒７进１
63. 炮二进四
 卒７进１
65. 相七进五
 卒７平６
67. 炮二平三
 卒５进１
69. 兵七进一
 象３退１
71. 兵九进一
 卒６平５
73. 兵九进一
 马５进６
75. 炮三退二
 士５进６
77. 车四平七
 前卒进１
79. 马三进一
 象７进９
81. 车七平八
 炮６平５
83. 车八进三
 将４进１
85. 车八退九
 前卒进１
87. 仕六进五
 车４进６
89. 相三进五
 马６进５
91. 炮三平二
 马５进７
93. 帅五平四
 炮５平６
95. 仕五进四
 前士退５
97. 仕四退五
 前马退６
99. 帅四平五
 车４平５"
