比赛名称		轮	日期	红方			黑方		步数	开局	棋源	录入	览	招法
1	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	8	20140502	蚌埠	赵陈	先负	言缵昭	南京	112	五六炮左边马对反宫马	钱宇新	打虎将	157	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马八进九
 象３进５
11. 炮八进四
 卒７进１
13. 兵三进一
 象５进７
15. 车二进六
 车９进２
17. 车二平三
 炮２退１
19. 马三进二
 炮２平７
21. 车三平四
 士４进５
23. 车九平八
 后象进５
25. 炮八平七
 车１平４
27. 兵九进一
 炮７平６
29. 车四平三
 后炮平７
31. 车三平四
 马７进６
33. 马二进四
 炮７平６
35. 车四平二
 后炮进３
37. 车二平四
 前炮平４
39. 兵五进一
 炮４进２
41. 车四退三
 炮６平７
43. 相三进一
 炮４进１
45. 炮五退一
 炮４平７
47. 炮五进一
 车９平８
49. 炮七平一
 车８进６
51. 炮一进三
 象５退７
53. 车四进五
 前炮进２
55. 仕四进五
 前炮平９
57. 帅五平四
 车８进１
59. 帅四进一
 车８退１
61. 帅四退一
 炮７平６
63. 车八进八
 车８退８
65. 炮一平三
 车８平７
67. 兵五进一
 象７退５
69. 兵五进一
 车４进６
71. 兵五进一
 车４平６
73. 仕五进四
 车６进１
75. 帅四平五
 将５平４
77. 兵五平六
 炮６平５
79. 兵六平五
 车７进９
81. 帅五进一
 车７退１
83. 帅五退一
 车６平８
85. 兵五平六
 车８进２
87. 车四退八
 士５进４
89. 炮五平六
 士４退５
91. 马九进八
 卒３进１
93. 马八进九
 马３进１
95. 车八进一
 将４进１
97. 车八退三
 车７平４
99. 车八平六
 士５进４
101. 车六平二
 车４退１
103. 车二退六
 炮９平６
105. 车二平四
 卒３进１
107. 车四进九
 士４退５
109. 车四退三
 车４进２
111. 帅五进一
 马１进２"
2	2014年江苏扬州·江都“双汇国际杯”象棋公开赛	2	20140501	马鞍山	李荣	先负	郁胜金	扬州	80	...	钱宇新	...	139	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马八进九
 象３进５
11. 炮八进四
 卒７进１
13. 兵三进一
 象５进７
15. 车二进六
 马７进６
17. 车二平三
 后象进９
19. 车三平四
 马６进７
21. 车九进一
 马７进５
23. 相三进五
 卒１进１
25. 车九平六
 士４进５
27. 车六进五
 象９退７
29. 车六平七
 后象进５
31. 马三进四
 车１平４
33. 马四进五
 马３进５
35. 炮八平五
 炮２平３
37. 车七退一
 车４进３
39. 车七平九
 将５平４
41. 仕六进五
 车９平８
43. 兵五进一
 炮６进７
45. 车四退六
 车４平５
47. 兵五进一
 车５平２
49. 兵九进一
 车８进８
51. 车四进四
 车２进５
53. 车九平六
 将４平５
55. 仕五退四
 象５退３
57. 兵五进一
 炮３平６
59. 兵五平六
 象７退５
61. 兵七进一
 炮６平７
63. 马九进七
 车２平３
65. 马七进五
 炮７平６
67. 兵六平五
 炮６进７
69. 马五进六
 车３平５
71. 帅五平六
 炮６平３
73. 相五退三
 车５退５
75. 车六退一
 车８平５
77. 马六退五
 炮３平７
79. 兵九进一
 后车平２"
3	2014年川渝贵象棋名手赛	9	20140104	绵阳	张华明	先负	张勇	重庆	84	...	fbcfbc	...	863	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马八进九
 象３进５
11. 炮八进四
 卒７进１
13. 兵三进一
 象５进７
15. 车二进六
 车９平８
17. 车二平三
 炮６退１
19. 车三平四
 炮６平３
21. 马三进四
 士４进５
23. 炮五平三
 车１平４
25. 相七进五
 车４进３
27. 炮八退四
 马７退９
29. 炮八平七
 炮２进１
31. 兵七进一
 后象进５
33. 车四平一
 车４进２
35. 车一退二
 车８进８
37. 兵七进一
 马９进８
39. 马四进二
 车４退３
41. 炮七进五
 车４平３
43. 车一平八
 炮２平４
45. 车八进二
 炮４退３
47. 车八平五
 车８退４
49. 马九进七
 车８进３
51. 马七进五
 马８进６
53. 炮三进二
 马６进５
55. 炮三平一
 马５进７
57. 兵七进一
 车３平２
59. 兵七平八
 车２平４
61. 车九平七
 炮３平１
63. 仕六进五
 车８退１
65. 车七进八
 炮１进５
67. 马五进三
 车８退２
69. 马三退五
 士５进６
71. 马五进四
 车８平６
73. 车七平三
 后士进５
75. 车三退六
 炮１进３
77. 相五进七
 车６平２
79. 仕五进六
 车２进５
81. 帅五进一
 车２退１
83. 帅五退一
 炮４进７"
4	2013年江苏徐州首届象棋公开赛	2	20131230	徐州	刘子健	先负	郭炜	徐州	88	五六炮左正马对反宫马	wwemail	...	785	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 炮八平六
 卒７进１
9. 马八进七
 卒３进１
11. 车九平八
 士４进５
13. 车二进四
 车９平８
15. 车二平四
 炮２进２
17. 车四进二
 马７进８
19. 炮五进四
 炮６平５
21. 炮五退二
 炮５进１
23. 炮六进五
 炮５退１
25. 车四平七
 马８进７
27. 车七进一
 马７退５
29. 炮六退五
 车１平２
31. 仕六进五
 马５退６
33. 车七退二
 炮２进２
35. 相七进五
 卒７进１
37. 车七平四
 马６进８
39. 相五进三
 炮５平３
41. 车四平七
 炮３平７
43. 前相退五
 象７进５
45. 车七退一
 炮２退２
47. 车七平二
 炮７进４
49. 相三进一
 炮２进２
51. 兵七进一
 马８退７
53. 车二平三
 马７进６
55. 兵五进一
 车８进５
57. 兵五进一
 车８平７
59. 相一进三
 马６退８
61. 炮六进四
 炮２进１
63. 马七进六
 马８进７
65. 兵五平六
 炮７平８
67. 马六进四
 炮８进１
69. 马三退二
 马７进９
71. 马四进二
 马９进８
73. 前马进三
 将５平４
75. 马二进四
 炮８平７
77. 仕五退六
 车２进６
79. 马四进六
 马８退６
81. 帅五进一
 车２平８
83. 相五退三
 车８平５
85. 相三进五
 车５进１
87. 帅五平四
 炮７退１"
5	2013年江苏省第6届韩信杯象棋苏北名人赛暨欧蓓莎杯年终总决赛	8	20131229	欧蓓莎	鞠建波	先负	邵忠海	韩信淮安	116	五六炮对反宫马	钱宇新	...	342	"1. 炮二平五 *
 马２进３
3. 兵七进一
 卒７进１
5. 马二进三
 炮８平６
7. 车一平二
 马８进７
9. 炮八进四
 象３进５
11. 马八进七
 士４进５
13. 炮八平五
 炮６进５
15. 马七进六
 炮２进３
17. 马六进七
 马７进５
19. 马七退八
 马５进６
21. 马八进七
 马６进７
23. 炮五平三
 车９进２
25. 车九进二
 炮６退１
27. 车二进六
 车１平４
29. 兵五进一
 炮６平９
31. 车九平八
 炮９平１
33. 相三进五
 车９平６
35. 车八进一
 炮１进３
37. 仕四进五
 车６进６
39. 兵三进一
 卒７进１
41. 车二退三
 车４进８
43. 车八退三
 炮１退１
45. 兵五进一
 炮１平５
47. 兵五平六
 车６平７
49. 炮三平四
 炮５平６
51. 车二退三
 车４退４
53. 马七进九
 炮６平２
55. 仕六进五
 车４进４
57. 仕五进六
 车４平６
59. 车二平四
 车６进１
61. 帅五平四
 卒７平６
63. 帅四平五
 卒６进１
65. 炮四退二
 车７平４
67. 马九进七
 将５平４
69. 仕六退五
 炮２平５
71. 炮四进一
 车４进１
73. 帅五进一
 卒６进１
75. 车八进一
 士５进４
77. 车八进八
 将４进１
79. 车八平四
 卒６进１
81. 帅五平四
 车４退１
83. 帅四退一
 车４平２
85. 马七进九
 士４退５
87. 车四退三
 车２退８
89. 车四平六
 士５进４
91. 车六平七
 车２平１
93. 车七进一
 车１平６
95. 帅四平五
 车６进３
97. 车七进一
 将４退１
99. 车七平八
 卒９进１
101. 车八退四
 车６平９
103. 相五退三
 卒９进１
105. 兵七进一
 象５进３
107. 相七进五
 卒１进１
109. 帅五进一
 卒９进１
111. 车八退一
 卒１进１
113. 帅五退一
 车９进２
115. 相五进三
 车９平７"
6	2013年第三届世界智力精英运动会男子组	5	20131216	德国	濮方尧	先负	王天一	中国	96	五六炮左正马对反宫马	中国象棋协会	...	6736	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 炮八平六
 车１平２
9. 马八进七
 炮２平１
11. 兵七进一
 车２进６
13. 车九进二
 车２平３
15. 仕四进五
 卒７进１
17. 炮六退一
 马７进６
19. 车二进四
 象３进５
21. 炮六平七
 车３平４
23. 马七进八
 车４进２
25. 炮七进五
 车９进１
27. 车九平六
 车４退１
29. 仕五进六
 车９平４
31. 前仕退五
 炮１进４
33. 兵三进一
 车４平７
35. 相三进一
 马６进４
37. 兵三进一
 马４进５
39. 相七进五
 车７进３
41. 车二平三
 车７平２
43. 马八退七
 炮１退１
45. 车三进三
 士４进５
47. 相五退七
 卒９进１
49. 相一退三
 马３退２
51. 相三进五
 马２进１
53. 炮七平六
 车２进３
55. 马七进八
 炮１进４
57. 炮六退二
 卒１进１
59. 车三退一
 卒１进１
61. 马八进九
 车２退４
63. 炮六平九
 马１退２
65. 马九进八
 车２退２
67. 车三平五
 车２平１
69. 炮九平八
 车１进３
71. 兵一进一
 马２进３
73. 车五平七
 车１进１
75. 炮八退二
 卒９进１
77. 车七平一
 马３进４
79. 车一退二
 马４进３
81. 马三进四
 车１平２
83. 炮八平六
 车２进４
85. 炮六平七
 炮１退４
87. 兵五进一
 车２退２
89. 炮七退一
 车２进１
91. 炮七进一
 马３进１
93. 炮七平六
 马１进３
95. 炮六退一
 马３退２"
7	2013年第三届世界智力精英运动会男子组	1	20131212	德国	濮方尧	先负	孙勇征	中国	118	...	中国象棋协会	...	3237	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 炮八平六
 车１平２
9. 马八进七
 炮２平１
11. 兵七进一
 卒７进１
13. 马七进六
 士６进５
15. 车九进二
 车９平８
17. 车二进九
 马７退８
19. 炮六平七
 车２进４
21. 兵七进一
 车２平３
23. 炮五退一
 车３平４
25. 马六退五
 象７进５
27. 炮五平七
 马３退１
29. 车九平八
 炮１平３
31. 前炮进五
 马１进３
33. 车八进五
 车４平３
35. 车八退四
 车３平４
37. 车八进四
 马８进７
39. 兵五进一
 车４平３
41. 车八退四
 马７进６
43. 车八平六
 车３进１
45. 车六进二
 车３退１
47. 车六退二
 车３进１
49. 车六进二
 马６退７
51. 车六退一
 卒３进１
53. 马三退五
 车３平４
55. 前马进六
 马３进４
57. 马五进四
 马４进６
59. 马四退五
 炮６退１
61. 相七进九
 马６退８
63. 马五进四
 马８进７
65. 马四进三
 前马退６
67. 兵五进一
 卒５进１
69. 马三进一
 卒５进１
71. 马一进三
 马６进４
73. 马三退四
 马４进２
75. 炮七平六
 卒３进１
77. 马四进六
 卒３平４
79. 相九退七
 士５进４
81. 马六退八
 炮６平３
83. 炮六平三
 炮３进７
85. 炮三平六
 后士进５
87. 兵一进一
 卒４进１
89. 仕六进五
 象５进３
91. 兵九进一
 炮３退３
93. 兵一进一
 马２进３
95. 兵一平二
 后象进５
97. 兵二进一
 卒５进１
99. 兵二平三
 炮３进４
101. 马八进七
 炮３平１
103. 帅五平六
 卒４平３
105. 炮六进五
 马３退１
107. 帅六平五
 卒５平４
109. 马七退六
 炮１退４
111. 仕五进四
 马１进３
113. 帅五平六
 卒１进１
115. 帅六进一
 炮１平２
117. 马六进四
 卒４进１"
8	2013年上海市第三届“小丽杯”象棋公开赛	4	20131109	个人	但昭生	先负	王隽龙	广东	68	...	康城棋社	...	392	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 炮八平六
 车１平２
9. 兵七进一
 卒７进１
11. 马八进七
 炮２平１
13. 车二进六
 车９平８
15. 车二平三
 炮６退１
17. 马七进六
 士４进５
19. 马六进七
 车２进３
21. 兵七进一
 炮６平７
23. 车三平四
 炮１退１
25. 马七退五
 车２进２
27. 兵七进一
 马３退４
29. 马五退六
 车２进１
31. 马六进七
 车２平３
33. 马七退五
 车３退３
35. 相七进九
 炮１平３
37. 车九平八
 象７进５
39. 车八进五
 车８进４
41. 仕四进五
 卒７进１
43. 车八平二
 马７进８
45. 车四平二
 卒７平６
47. 车二退一
 卒６平５
49. 兵五进一
 车３进３
51. 兵三进一
 马４进３
53. 马三进四
 炮３平２
55. 炮六平八
 车３进１
57. 炮八退二
 车３平１
59. 马四进五
 炮７进８
61. 马五进七
 车１平５
63. 兵五进一
 车５平３
65. 马七退九
 炮２进７
67. 车二平四
 车３进２"
9	2013年石狮·爱乐杯全国象棋个人赛男子甲组	1	20131107	江苏棋院	孙逸阳	先负	汪洋	湖北三环象棋队	102	...	中国象棋协会	...	4320	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 炮八平六
 车１平２
9. 马八进七
 卒７进１
11. 车九平八
 车９进１
13. 兵七进一
 车９平４
15. 仕四进五
 炮２进４
17. 车二进六
 象７进５
19. 兵三进一
 卒７进１
21. 车二平三
 马７退９
23. 车三退二
 炮２平３
25. 相七进九
 车２进９
27. 马七退八
 车４进３
29. 马八进七
 士４进５
31. 兵五进一
 车４进２
33. 车三进四
 马９退７
35. 兵一进一
 炮３平２
37. 马三进四
 炮２退５
39. 车三退二
 车４平５
41. 马四进五
 马３进５
43. 车三平五
 炮６进６
45. 相九退七
 车５平７
47. 相三进一
 炮６平９
49. 马七进八
 炮９进１
51. 仕五进四
 车７进３
53. 帅五进一
 车７退５
55. 帅五退一
 马７进６
57. 车五平四
 车７平２
59. 马八退七
 车２平８
61. 马七进八
 车８平２
63. 马八退七
 车２平８
65. 马七进八
 炮２进３
67. 炮六退一
 炮９退１
69. 炮六进七
 车８进５
71. 帅五进一
 车８退１
73. 帅五退一
 炮２平７
75. 相一进三
 马６进８
77. 炮五进五
 士５进６
79. 相七进五
 车８进１
81. 帅五进一
 车８退１
83. 帅五退一
 车８进１
85. 帅五进一
 车８退１
87. 帅五退一
 车８进１
89. 帅五进一
 炮７平８
91. 帅五平六
 车８退１
93. 仕六进五
 车８退２
95. 帅六退一
 车８进３
97. 仕五退四
 车８平６
99. 帅六进一
 炮８进４
101. 帅六进一
 车６平２"
10	2013年山西省澳瑞特杯象棋锦标赛	8	20131027	长治团体一队	黄世宏	先负	霍羡勇	原平市团体	86	五六炮左边马对反宫马	并州魔剑	...	451	"1. 炮二平五 *
 马２进３
3. 马二进三
 炮８平６
5. 车一平二
 马８进７
7. 兵三进一
 卒３进１
9. 马八进九
 象３进５
11. 炮八平六
 车９进１
13. 车九平八
 车１平２
15. 车八进六
 车９平２
17. 仕四进五
 炮２平１
19. 车八进二
 车２进１
21. 车二进六
 炮６进４
23. 车二退三
 炮６退２
25. 炮五平四
 车２进４
27. 相三进五
 马３进４
29. 兵九进一
 车２平１
31. 炮四退一
 炮１平３
33. 炮四平三
 士４进５
35. 兵五进一
 车１平５
37. 车二平六
 马４进６
39. 车六平五
 车５平４
41. 马三进四
 车４平６
43. 马九退七
 炮６平５
45. 马七进六
 车６退１
47. 车五平二
 卒７进１
49. 兵三进一
 车６平７
51. 马六进五
 卒５进１
53. 炮三进六
 车７退２
55. 车二进三
 炮３进４
57. 车二平九
 炮３平５
59. 帅五平四
 车７平６
61. 仕五进四
 卒３进１
63. 仕六进五
 卒３进１
65. 帅四平五
 车６平８
67. 炮六退二
 卒３进１
69. 帅五平四
 车８进４
71. 车九平一
 卒３进１
73. 车一平九
 炮５平９
75. 帅四平五
 士５退４
77. 相七进九
 卒３平４
79. 炮六平七
 炮９进１
81. 相五进七
 车８平２
83. 帅五平四
 士６进５
85. 炮七平五
 卒４平５"
